"sep=,"
"time", "wallTime", "Car.color", "Light.color"
0.625, 0.052222702, 2, 2
0.625, 0.052281699, 2, 2
0.63, 0.052659921, 2, 2
0.63, 0.05271902, 2, 2
0.635, 0.053065331, 2, 2
0.635, 0.05312427, 2, 2
0.64, 0.053473836, 2, 2
0.64, 0.053532711, 2, 2
0.645, 0.053890174, 2, 2
0.645, 0.053949167, 2, 2
0.65, 0.054299949, 2, 2
0.65, 0.054359091, 2, 2
0.655, 0.054705192, 2, 2
0.655, 0.054764332, 2, 2
0.66, 0.055112552, 2, 2
0.66, 0.055171611, 2, 2
0.665, 0.055516696, 2, 2
0.665, 0.055575461, 2, 2
0.67, 0.055926112, 2, 2
0.67, 0.055985329, 2, 2
0.675, 0.056335536, 2, 2
0.675, 0.056403413, 2, 2
0.68, 0.056744112, 2, 2
0.68, 0.056801463, 2, 2
0.685, 0.057137359, 2, 2
0.685, 0.057194669, 2, 2
0.69, 0.057536365, 2, 2
0.69, 0.057593895, 2, 2
0.695, 0.057952386, 2, 2
0.695, 0.058010233, 2, 2
0.7, 0.058350044, 2, 2
0.7, 0.058407412, 2, 2
0.705, 0.058742599, 2, 2
0.705, 0.058800016, 2, 2
0.71, 0.059140272, 2, 2
0.71, 0.059197723, 2, 2
0.715, 0.059533101, 2, 2
0.715, 0.059590172, 2, 2
0.72, 0.059951837, 2, 2
0.72, 0.060009238, 2, 2
0.725, 0.060372622, 2, 2
0.725, 0.060430323, 2, 2
0.73, 0.060770617, 2, 2
0.73, 0.060827989, 2, 2
0.735, 0.061164716, 2, 2
0.735, 0.06122517, 2, 2
0.74, 0.061564567, 2, 2
0.74, 0.061622162, 2, 2
0.745, 0.061959086, 2, 2
0.745, 0.062019991, 2, 2
0.75, 0.062357429, 2, 2
0.75, 0.062415372, 2, 2
0.755, 0.062752026, 2, 2
0.755, 0.062812703, 2, 2
0.76, 0.063149195, 2, 2
0.76, 0.063206841, 2, 2
0.765, 0.063542667, 2, 2
0.765, 0.063614326, 2, 2
0.77, 0.063960933, 2, 2
0.77, 0.064018371, 2, 2
0.775, 0.064359203, 2, 2
0.775, 0.064420389, 2, 2
0.78, 0.064756939, 2, 2
0.78, 0.064814693, 2, 2
0.785, 0.065151814, 2, 2
0.785, 0.065213693, 2, 2
0.79, 0.065552609, 2, 2
0.79, 0.065610179, 2, 2
