"time","wallTime","wc2.P.R[cG][cG](1) [m]","wc2.P.R[cG][cG](2) [m]","wc2.P.R[cG][cG](3) [m]","wc2.P.phi[cG](1) [rad]","wc2.P.phi[cG](2) [rad]","wc2.P.phi[cG](3) [rad]","wc2.P.A(1,1) [-]","wc2.P.A(1,2) [-]","wc2.P.A(1,3) [-]","wc2.P.A(2,1) [-]","wc2.P.A(2,2) [-]","wc2.P.A(2,3) [-]","wc2.P.A(3,1) [-]","wc2.P.A(3,2) [-]","wc2.P.A(3,3) [-]","wc2.P.vR[cG][cG,cG](1) [m/s]","wc2.P.vR[cG][cG,cG](2) [m/s]","wc2.P.vR[cG][cG,cG](3) [m/s]","wc2.P.Omega[cG][cG](1) [rad/s]","wc2.P.Omega[cG][cG](2) [rad/s]","wc2.P.Omega[cG][cG](3) [rad/s]","wc2.P.F_tie[cG](1) [N]","wc2.P.F_tie[cG](2) [N]","wc2.P.F_tie[cG](3) [N]","wc2.P.M_tie[cG][cG](1) [Nm]","wc2.P.M_tie[cG][cG](2) [Nm]","wc2.P.M_tie[cG][cG](3) [Nm]","wc1.P.R[cG][cG](1) [m]","wc1.P.R[cG][cG](2) [m]","wc1.P.R[cG][cG](3) [m]","wc1.P.phi[cG](1) [rad]","wc1.P.phi[cG](2) [rad]","wc1.P.phi[cG](3) [rad]","wc1.P.A(1,1) [-]","wc1.P.A(1,2) [-]","wc1.P.A(1,3) [-]","wc1.P.A(2,1) [-]","wc1.P.A(2,2) [-]","wc1.P.A(2,3) [-]","wc1.P.A(3,1) [-]","wc1.P.A(3,2) [-]","wc1.P.A(3,3) [-]","wc1.P.vR[cG][cG,cG](1) [m/s]","wc1.P.vR[cG][cG,cG](2) [m/s]","wc1.P.vR[cG][cG,cG](3) [m/s]","wc1.P.Omega[cG][cG](1) [rad/s]","wc1.P.Omega[cG][cG](2) [rad/s]","wc1.P.Omega[cG][cG](3) [rad/s]","wc1.P.F_tie[cG](1) [N]","wc1.P.F_tie[cG](2) [N]","wc1.P.F_tie[cG](3) [N]","wc1.P.M_tie[cG][cG](1) [Nm]","wc1.P.M_tie[cG][cG](2) [Nm]","wc1.P.M_tie[cG][cG](3) [Nm]"
0.01668,2.28529,-0.000776445,0,-6.01315e-07,0,-0.00155317,0,0.999999,0,0.00155317,0,1,0,-0.00155317,0,0.999999,-0.0930526,0,-0.000144343,0,-0.186106,0,2.46024,0,-0.0750087,0,0.239456,0,-0.000776468,0,0.499999,0,-0.00155294,0,0.999999,0,0.00155294,0,1,0,-0.00155294,0,0.999999,-0.0930526,-0,-0.000144505,0,-0.186105,0,5.62224,0,0.112346,0,-0.0778184,0
0.01678,2.28964,-0.000785777,0,-6.15873e-07,0,-0.00157183,0,0.999999,0,0.00157183,0,1,0,-0.00157183,0,0.999999,-0.09361,0,-0.000146954,0,-0.18722,0,2.46027,0,-0.0759096,0,0.239466,0,-0.0007858,0,0.499999,0,-0.0015716,0,0.999999,0,0.0015716,0,1,0,-0.0015716,0,0.999999,-0.09361,-0,-0.000147118,0,-0.18722,0,5.62226,0,0.113698,0,-0.0778296,0
0.01688,2.29375,-0.000795164,0,-6.30694e-07,0,-0.0015906,0,0.999999,0,0.0015906,0,1,0,-0.0015906,0,0.999999,-0.0941674,0,-0.000149597,0,-0.188335,0,2.46027,0,-0.0768159,0,0.239462,0,-0.000795187,0,0.499999,0,-0.00159037,0,0.999999,0,0.00159037,0,1,0,-0.00159037,0,0.999999,-0.0941674,-0,-0.000149762,0,-0.188335,0,5.62226,0,0.115058,0,-0.0778255,0
0.01698,2.29797,-0.000804607,0,-6.45781e-07,0,-0.00160949,0,0.999999,0,0.00160949,0,1,0,-0.00160949,0,0.999999,-0.0947248,0,-0.000152272,0,-0.18945,0,2.46024,0,-0.0777277,0,0.239445,0,-0.00080463,0,0.499999,0,-0.00160926,0,0.999999,0,0.00160926,0,1,0,-0.00160926,0,0.999999,-0.0947248,-0,-0.000152437,0,-0.18945,0,5.62225,0,0.116425,0,-0.0778078,0
0.01708,2.30214,-0.000814106,0,-6.61136e-07,0,-0.00162849,0,0.999999,0,0.00162849,0,1,0,-0.00162849,0,0.999999,-0.0952822,0,-0.000154978,0,-0.190564,0,2.46019,0,-0.0786449,0,0.239417,0,-0.000814129,0,0.499999,0,-0.00162826,0,0.999999,0,0.00162826,0,1,0,-0.00162826,0,0.999999,-0.0952822,-0,-0.000155144,0,-0.190565,0,5.62223,0,0.117801,0,-0.0777794,0
0.01718,2.30627,-0.000823661,0,-6.76764e-07,0,-0.0016476,0,0.999999,0,0.0016476,0,1,0,-0.0016476,0,0.999999,-0.0958396,0,-0.000157716,0,-0.191679,0,2.46013,0,-0.0795675,0,0.239384,0,-0.000823684,0,0.499999,0,-0.00164737,0,0.999999,0,0.00164737,0,1,0,-0.00164737,0,0.999999,-0.0958396,-0,-0.000157883,0,-0.191679,0,5.6222,0,0.119185,0,-0.0777443,0
0.01728,2.31031,-0.000833271,0,-6.92667e-07,0,-0.00166682,0,0.999999,0,0.00166682,0,1,0,-0.00166682,0,0.999999,-0.096397,0,-0.000160486,0,-0.192794,0,2.46006,0,-0.0804955,0,0.239348,0,-0.000833294,0,0.499999,0,-0.00166659,0,0.999999,0,0.00166659,0,1,0,-0.00166659,0,0.999999,-0.096397,-0,-0.000160654,0,-0.192794,0,5.62217,0,0.120577,0,-0.0777064,0
0.01738,2.31445,-0.000842938,0,-7.08848e-07,0,-0.00168615,0,0.999999,0,0.00168615,0,1,0,-0.00168615,0,0.999999,-0.0969544,0,-0.000163289,0,-0.193909,0,2.46,0,-0.0814288,0,0.239313,0,-0.000842961,0,0.499999,0,-0.00168592,0,0.999999,0,0.00168592,0,1,0,-0.00168592,0,0.999999,-0.0969544,-0,-0.000163458,0,-0.193909,0,5.62214,0,0.121977,0,-0.0776698,0
0.01748,2.31863,-0.000852659,0,-7.25311e-07,0,-0.0017056,0,0.999999,0,0.00170559,0,1,0,-0.00170559,0,0.999999,-0.0975118,0,-0.000166123,0,-0.195023,0,2.45994,0,-0.0823676,0,0.239284,0,-0.000852682,0,0.499999,0,-0.00170537,0,0.999999,0,0.00170536,0,1,0,-0.00170536,0,0.999999,-0.0975118,-0,-0.000166293,0,-0.195024,0,5.62211,0,0.123385,0,-0.0776381,0
0.01758,2.32277,-0.000862437,0,-7.4206e-07,0,-0.00172515,0,0.999999,0,0.00172515,0,1,0,-0.00172515,0,0.999999,-0.0980692,0,-0.000168991,0,-0.196138,0,2.45989,0,-0.0833117,0,0.239261,0,-0.00086246,0,0.499999,0,-0.00172492,0,0.999999,0,0.00172492,0,1,0,-0.00172492,0,0.999999,-0.0980692,-0,-0.000169162,0,-0.196139,0,5.62208,0,0.124802,0,-0.077614,0
0.01768,2.32695,-0.000872271,0,-7.59096e-07,0,-0.00174482,0,0.999998,0,0.00174482,0,1,0,-0.00174482,0,0.999998,-0.0986265,0,-0.000171891,0,-0.197253,0,2.45987,0,-0.0842611,0,0.239248,0,-0.000872294,0,0.499999,0,-0.00174459,0,0.999998,0,0.00174459,0,1,0,-0.00174459,0,0.999998,-0.0986265,-0,-0.000172063,0,-0.197253,0,5.62206,0,0.126226,0,-0.0775994,0
0.01778,2.33123,-0.00088216,0,-7.76424e-07,0,-0.0017646,0,0.999998,0,0.00176459,0,1,0,-0.00176459,0,0.999998,-0.0991839,0,-0.000174824,0,-0.198368,0,2.45986,0,-0.0852159,0,0.239244,0,-0.000882183,0,0.499999,0,-0.00176437,0,0.999998,0,0.00176437,0,1,0,-0.00176437,0,0.999998,-0.0991839,-0,-0.000174997,0,-0.198368,0,5.62204,0,0.127659,0,-0.0775948,0
0.01788,2.33546,-0.000892105,0,-7.94047e-07,0,-0.00178449,0,0.999998,0,0.00178448,0,1,0,-0.00178448,0,0.999998,-0.0997413,0,-0.00017779,0,-0.199483,0,2.45987,0,-0.086176,0,0.239249,0,-0.000892128,0,0.499999,0,-0.00178426,0,0.999998,0,0.00178426,0,1,0,-0.00178426,0,0.999998,-0.0997413,-0,-0.000177964,0,-0.199483,0,5.62204,0,0.129099,0,-0.0775998,0
0.01798,2.33966,-0.000902105,0,-8.11969e-07,0,-0.00180449,0,0.999998,0,0.00180449,0,1,0,-0.00180449,0,0.999998,-0.100299,0,-0.00018079,0,-0.200598,0,2.45989,0,-0.0871415,0,0.239262,0,-0.000902128,0,0.499999,0,-0.00180426,0,0.999998,0,0.00180426,0,1,0,-0.00180426,0,0.999998,-0.100299,-0,-0.000180965,0,-0.200598,0,5.62204,0,0.130548,0,-0.0776131,0
0.01808,2.34384,-0.000912161,0,-8.30191e-07,0,-0.0018246,0,0.999998,0,0.0018246,0,1,0,-0.0018246,0,0.999998,-0.100856,0,-0.000183823,0,-0.201713,0,2.45993,0,-0.0881124,0,0.23928,0,-0.000912184,0,0.499999,0,-0.00182437,0,0.999998,0,0.00182437,0,1,0,-0.00182437,0,0.999998,-0.100856,-0,-0.000183999,0,-0.201712,0,5.62204,0,0.132004,0,-0.0776327,0
0.01818,2.34795,-0.000922274,0,-8.48719e-07,0,-0.00184482,0,0.999998,0,0.00184482,0,1,0,-0.00184482,0,0.999998,-0.101413,0,-0.00018689,0,-0.202827,0,2.45998,0,-0.0890885,0,0.239303,0,-0.000922297,0,0.499999,0,-0.00184459,0,0.999998,0,0.00184459,0,1,0,-0.00184459,0,0.999998,-0.101413,-0,-0.000187067,0,-0.202827,0,5.62205,0,0.133469,0,-0.077656,0
0.01828,2.35208,-0.000932441,0,-8.67555e-07,0,-0.00186516,0,0.999998,0,0.00186516,0,1,0,-0.00186516,0,0.999998,-0.101971,0,-0.000189991,0,-0.203942,0,2.46003,0,-0.0900701,0,0.239326,0,-0.000932464,0,0.499999,0,-0.00186493,0,0.999998,0,0.00186493,0,1,0,-0.00186493,0,0.999998,-0.101971,-0,-0.000190169,0,-0.203942,0,5.62206,0,0.134942,0,-0.0776803,0
0.01838,2.35624,-0.000942665,0,-8.86703e-07,0,-0.00188561,0,0.999998,0,0.00188561,0,1,0,-0.00188561,0,0.999998,-0.102528,0,-0.000193126,0,-0.205057,0,2.46008,0,-0.0910571,0,0.239347,0,-0.000942688,0,0.499999,0,-0.00188538,0,0.999998,0,0.00188538,0,1,0,-0.00188538,0,0.999998,-0.102528,-0,-0.000193304,0,-0.205057,0,5.62208,0,0.136423,0,-0.0777031,0
0.01848,2.36035,-0.000952944,0,-9.06166e-07,0,-0.00190617,0,0.999998,0,0.00190616,0,1,0,-0.00190616,0,0.999998,-0.103086,0,-0.000196295,0,-0.206172,0,2.46012,0,-0.0920494,0,0.239365,0,-0.000952967,0,0.499999,0,-0.00190594,0,0.999998,0,0.00190593,0,1,0,-0.00190593,0,0.999998,-0.103086,-0,-0.000196475,0,-0.206172,0,5.62209,0,0.137912,0,-0.0777223,0
0.01858,2.36451,-0.000963279,0,-9.25947e-07,0,-0.00192684,0,0.999998,0,0.00192683,0,1,0,-0.00192683,0,0.999998,-0.103643,0,-0.000199499,0,-0.207287,0,2.46015,0,-0.0930471,0,0.239378,0,-0.000963302,0,0.499999,0,-0.00192661,0,0.999998,0,0.0019266,0,1,0,-0.0019266,0,0.999998,-0.103643,-0,-0.000199679,0,-0.207286,0,5.6221,0,0.139409,0,-0.0777363,0
0.01868,2.36861,-0.00097367,0,-9.4605e-07,0,-0.00194762,0,0.999998,0,0.00194762,0,1,0,-0.00194762,0,0.999998,-0.1042,0,-0.000202737,0,-0.208401,0,2.46017,0,-0.0940502,0,0.239385,0,-0.000973693,0,0.499999,0,-0.00194739,0,0.999998,0,0.00194739,0,1,0,-0.00194739,0,0.999998,-0.1042,-0,-0.000202919,0,-0.208401,0,5.6221,0,0.140914,0,-0.077744,0
0.01878,2.37277,-0.000984117,0,-9.66479e-07,0,-0.00196851,0,0.999998,0,0.00196851,0,1,0,-0.00196851,0,0.999998,-0.104758,0,-0.00020601,0,-0.209516,0,2.46018,0,-0.0950587,0,0.239386,0,-0.00098414,0,0.499999,0,-0.00196828,0,0.999998,0,0.00196828,0,1,0,-0.00196828,0,0.999998,-0.104758,-0,-0.000206193,0,-0.209516,0,5.6221,0,0.142428,0,-0.0777453,0
0.01888,2.377,-0.000994619,0,-9.87237e-07,0,-0.00198951,0,0.999998,0,0.00198951,0,1,0,-0.00198951,0,0.999998,-0.105315,0,-0.000209319,0,-0.210631,0,2.46018,0,-0.0960726,0,0.239382,0,-0.000994642,0,0.499999,0,-0.00198928,0,0.999998,0,0.00198928,0,1,0,-0.00198928,0,0.999998,-0.105315,-0,-0.000209502,0,-0.210631,0,5.62209,0,0.143949,0,-0.0777406,0
0.01898,2.38111,-0.00100518,0,-1.00833e-06,0,-0.00201063,0,0.999998,0,0.00201063,0,1,0,-0.00201063,0,0.999998,-0.105873,0,-0.000212662,0,-0.211745,0,2.46016,0,-0.097092,0,0.239372,0,-0.0010052,0,0.499999,0,-0.0020104,0,0.999998,0,0.0020104,0,1,0,-0.0020104,0,0.999998,-0.105873,-0,-0.000212847,0,-0.211746,0,5.62208,0,0.145478,0,-0.0777309,0
0.01908,2.38526,-0.00101579,0,-1.02975e-06,0,-0.00203186,0,0.999998,0,0.00203186,0,1,0,-0.00203186,0,0.999998,-0.10643,0,-0.000216041,0,-0.21286,0,2.46014,0,-0.0981167,0,0.239359,0,-0.00101581,0,0.499999,0,-0.00203163,0,0.999998,0,0.00203163,0,1,0,-0.00203163,0,0.999998,-0.10643,-0,-0.000216226,0,-0.21286,0,5.62207,0,0.147016,0,-0.0777176,0
0.01918,2.38906,-0.00102646,0,-1.05152e-06,0,-0.0020532,0,0.999998,0,0.0020532,0,1,0,-0.0020532,0,0.999998,-0.106987,0,-0.000219455,0,-0.213975,0,2.46012,0,-0.0991468,0,0.239345,0,-0.00102648,0,0.499999,0,-0.00205297,0,0.999998,0,0.00205297,0,1,0,-0.00205297,0,0.999998,-0.106987,-0,-0.000219642,0,-0.213975,0,5.62205,0,0.148561,0,-0.0777023,0
0.01928,2.39247,-0.00103719,0,-1.07363e-06,0,-0.00207465,0,0.999998,0,0.00207465,0,1,0,-0.00207465,0,0.999998,-0.107545,0,-0.000222906,0,-0.21509,0,2.46009,0,-0.100182,0,0.23933,0,-0.00103721,0,0.499999,0,-0.00207442,0,0.999998,0,0.00207442,0,1,0,-0.00207442,0,0.999998,-0.107545,-0,-0.000223093,0,-0.21509,0,5.62203,0,0.150115,0,-0.0776868,0
0.01938,2.39599,-0.00104797,0,-1.09608e-06,0,-0.00209621,0,0.999998,0,0.00209621,0,1,0,-0.00209621,0,0.999998,-0.108102,0,-0.000226392,0,-0.216205,0,2.46007,0,-0.101223,0,0.239317,0,-0.00104799,0,0.499999,0,-0.00209598,0,0.999998,0,0.00209598,0,1,0,-0.00209598,0,0.999998,-0.108102,-0,-0.00022658,0,-0.216205,0,5.62202,0,0.151677,0,-0.0776727,0
0.01948,2.39949,-0.0010588,0,-1.11889e-06,0,-0.00211788,0,0.999998,0,0.00211788,0,1,0,-0.00211788,0,0.999998,-0.10866,0,-0.000229914,0,-0.217319,0,2.46005,0,-0.102269,0,0.239306,0,-0.00105883,0,0.499999,0,-0.00211765,0,0.999998,0,0.00211765,0,1,0,-0.00211765,0,0.999998,-0.10866,-0,-0.000230103,0,-0.217319,0,5.622,0,0.153246,0,-0.0776611,0
0.01958,2.40301,-0.0010697,0,-1.14205e-06,0,-0.00213967,0,0.999998,0,0.00213967,0,1,0,-0.00213967,0,0.999998,-0.109217,0,-0.000233473,0,-0.218434,0,2.46004,0,-0.103321,0,0.239299,0,-0.00106972,0,0.499999,0,-0.00213944,0,0.999998,0,0.00213944,0,1,0,-0.00213944,0,0.999998,-0.109217,-0,-0.000233663,0,-0.218434,0,5.62198,0,0.154824,0,-0.0776532,0
0.01968,2.40652,-0.00108064,0,-1.16557e-06,0,-0.00216156,0,0.999998,0,0.00216156,0,1,0,-0.00216156,0,0.999998,-0.109774,0,-0.000237068,0,-0.219549,0,2.46004,0,-0.104378,0,0.239295,0,-0.00108067,0,0.499999,0,-0.00216133,0,0.999998,0,0.00216133,0,1,0,-0.00216133,0,0.999998,-0.109774,-0,-0.000237259,0,-0.219549,0,5.62197,0,0.15641,0,-0.0776493,0
0.01978,2.41002,-0.00109165,0,-1.18945e-06,0,-0.00218357,0,0.999998,0,0.00218357,0,1,0,-0.00218357,0,0.999998,-0.110332,0,-0.0002407,0,-0.220664,0,2.46004,0,-0.10544,0,0.239295,0,-0.00109167,0,0.499999,0,-0.00218334,0,0.999998,0,0.00218334,0,1,0,-0.00218334,0,0.999998,-0.110332,-0,-0.000240892,0,-0.220664,0,5.62196,0,0.158004,0,-0.0776495,0
0.01988,2.41354,-0.00110271,0,-1.21369e-06,0,-0.00220569,0,0.999998,0,0.00220569,0,1,0,-0.00220569,0,0.999998,-0.110889,0,-0.000244369,0,-0.221779,0,2.46005,0,-0.106508,0,0.239299,0,-0.00110273,0,0.499999,0,-0.00220546,0,0.999998,0,0.00220546,0,1,0,-0.00220546,0,0.999998,-0.110889,-0,-0.000244562,0,-0.221779,0,5.62196,0,0.159607,0,-0.0776534,0
0.01998,2.41708,-0.00111382,0,-1.2383e-06,0,-0.00222792,0,0.999998,0,0.00222792,0,1,0,-0.00222792,0,0.999998,-0.111446,0,-0.000248074,0,-0.222893,0,2.46007,0,-0.107581,0,0.239306,0,-0.00111385,0,0.499999,0,-0.00222769,0,0.999998,0,0.00222769,0,1,0,-0.00222769,0,0.999998,-0.111446,-0,-0.000248269,0,-0.222893,0,5.62195,0,0.161217,0,-0.0776603,0
0.02008,2.42061,-0.00112499,0,-1.26329e-06,0,-0.00225026,0,0.999997,0,0.00225026,0,1,0,-0.00225026,0,0.999997,-0.112004,0,-0.000251818,0,-0.224008,0,2.46009,0,-0.108659,0,0.239314,0,-0.00112502,0,0.499999,0,-0.00225003,0,0.999997,0,0.00225003,0,1,0,-0.00225003,0,0.999997,-0.112004,-0,-0.000252013,0,-0.224008,0,5.62195,0,0.162835,0,-0.0776692,0
0.02018,2.42413,-0.00113622,0,-1.28865e-06,0,-0.00227272,0,0.999997,0,0.00227272,0,1,0,-0.00227272,0,0.999997,-0.112561,0,-0.000255598,0,-0.225123,0,2.46011,0,-0.109743,0,0.239324,0,-0.00113624,0,0.499999,0,-0.00227249,0,0.999997,0,0.00227249,0,1,0,-0.00227249,0,0.999997,-0.112561,-0,-0.000255794,0,-0.225123,0,5.62195,0,0.164461,0,-0.0776792,0
0.02028,2.42766,-0.0011475,0,-1.31439e-06,0,-0.00229528,0,0.999997,0,0.00229528,0,1,0,-0.00229528,0,0.999997,-0.113119,0,-0.000259416,0,-0.226238,0,2.46014,0,-0.110832,0,0.239333,0,-0.00114753,0,0.499999,0,-0.00229505,0,0.999997,0,0.00229505,0,1,0,-0.00229505,0,0.999997,-0.113119,-0,-0.000259614,0,-0.226238,0,5.62195,0,0.166096,0,-0.077689,0
0.02038,2.43117,-0.00115884,0,-1.34052e-06,0,-0.00231796,0,0.999997,0,0.00231796,0,1,0,-0.00231796,0,0.999997,-0.113676,0,-0.000263272,0,-0.227353,0,2.46016,0,-0.111927,0,0.239341,0,-0.00115886,0,0.499999,0,-0.00231773,0,0.999997,0,0.00231773,0,1,0,-0.00231773,0,0.999997,-0.113676,-0,-0.000263471,0,-0.227352,0,5.62195,0,0.167738,0,-0.0776977,0
0.02048,2.43467,-0.00117024,0,-1.36703e-06,0,-0.00234075,0,0.999997,0,0.00234075,0,1,0,-0.00234075,0,0.999997,-0.114233,0,-0.000267167,0,-0.228467,0,2.46018,0,-0.113027,0,0.239348,0,-0.00117026,0,0.499999,0,-0.00234052,0,0.999997,0,0.00234052,0,1,0,-0.00234052,0,0.999997,-0.114233,-0,-0.000267366,0,-0.228467,0,5.62195,0,0.169389,0,-0.0777045,0
0.02058,2.43822,-0.00118169,0,-1.39393e-06,0,-0.00236365,0,0.999997,0,0.00236365,0,1,0,-0.00236365,0,0.999997,-0.114791,0,-0.000271099,0,-0.229582,0,2.46019,0,-0.114132,0,0.239352,0,-0.00118171,0,0.499999,0,-0.00236342,0,0.999997,0,0.00236342,0,1,0,-0.00236342,0,0.999997,-0.114791,-0,-0.000271299,0,-0.229582,0,5.62195,0,0.171048,0,-0.077709,0
0.02068,2.44172,-0.00119319,0,-1.42123e-06,0,-0.00238666,0,0.999997,0,0.00238666,0,1,0,-0.00238666,0,0.999997,-0.115348,0,-0.000275069,0,-0.230697,0,2.4602,0,-0.115243,0,0.239353,0,-0.00119321,0,0.499999,0,-0.00238643,0,0.999997,0,0.00238643,0,1,0,-0.00238643,0,0.999997,-0.115348,-0,-0.000275271,0,-0.230697,0,5.62194,0,0.172715,0,-0.0777108,0
0.02078,2.44524,-0.00120475,0,-1.44893e-06,0,-0.00240978,0,0.999997,0,0.00240978,0,1,0,-0.00240978,0,0.999997,-0.115906,0,-0.000279079,0,-0.231812,0,2.46021,0,-0.116359,0,0.239353,0,-0.00120477,0,0.499999,0,-0.00240955,0,0.999997,0,0.00240955,0,1,0,-0.00240955,0,0.999997,-0.115905,-0,-0.000279281,0,-0.231812,0,5.62193,0,0.174389,0,-0.07771,0
0.02088,2.4488,-0.00121637,0,-1.47703e-06,0,-0.00243302,0,0.999997,0,0.00243301,0,1,0,-0.00243301,0,0.999997,-0.116463,0,-0.000283127,0,-0.232926,0,2.46021,0,-0.11748,0,0.23935,0,-0.00121639,0,0.499999,0,-0.00243279,0,0.999997,0,0.00243278,0,1,0,-0.00243278,0,0.999997,-0.116463,-0,-0.00028333,0,-0.232926,0,5.62192,0,0.176072,0,-0.077707,0
0.02098,2.45229,-0.00122804,0,-1.50553e-06,0,-0.00245636,0,0.999997,0,0.00245636,0,1,0,-0.00245636,0,0.999997,-0.11702,0,-0.000287214,0,-0.234041,0,2.4602,0,-0.118607,0,0.239345,0,-0.00122806,0,0.499998,0,-0.00245613,0,0.999997,0,0.00245613,0,1,0,-0.00245613,0,0.999997,-0.11702,-0,-0.000287418,0,-0.234041,0,5.62191,0,0.177763,0,-0.0777021,0
0.02108,2.45584,-0.00123977,0,-1.53445e-06,0,-0.00247982,0,0.999997,0,0.00247982,0,1,0,-0.00247982,0,0.999997,-0.117578,0,-0.00029134,0,-0.235156,0,2.4602,0,-0.119739,0,0.239339,0,-0.00123979,0,0.499998,0,-0.00247959,0,0.999997,0,0.00247959,0,1,0,-0.00247959,0,0.999997,-0.117578,-0,-0.000291545,0,-0.235156,0,5.6219,0,0.179462,0,-0.0776962,0
0.02118,2.45952,-0.00125155,0,-1.56378e-06,0,-0.00250339,0,0.999997,0,0.00250338,0,1,0,-0.00250338,0,0.999997,-0.118135,0,-0.000295505,0,-0.236271,0,2.46019,0,-0.120877,0,0.239333,0,-0.00125158,0,0.499998,0,-0.00250316,0,0.999997,0,0.00250315,0,1,0,-0.00250315,0,0.999997,-0.118135,-0,-0.000295711,0,-0.236271,0,5.62189,0,0.18117,0,-0.0776897,0
0.02128,2.46294,-0.00126339,0,-1.59353e-06,0,-0.00252707,0,0.999997,0,0.00252706,0,1,0,-0.00252706,0,0.999997,-0.118692,0,-0.00029971,0,-0.237386,0,2.46019,0,-0.12202,0,0.239327,0,-0.00126342,0,0.499998,0,-0.00252684,0,0.999997,0,0.00252683,0,1,0,-0.00252683,0,0.999997,-0.118692,-0,-0.000299917,0,-0.237386,0,5.62187,0,0.182885,0,-0.0776836,0
0.02138,2.4664,-0.00127529,0,-1.6237e-06,0,-0.00255086,0,0.999997,0,0.00255086,0,1,0,-0.00255086,0,0.999997,-0.11925,0,-0.000303955,0,-0.2385,0,2.46018,0,-0.123168,0,0.239322,0,-0.00127531,0,0.499998,0,-0.00255063,0,0.999997,0,0.00255063,0,1,0,-0.00255063,0,0.999997,-0.11925,-0,-0.000304163,0,-0.2385,0,5.62186,0,0.184608,0,-0.0776782,0
0.02148,2.47008,-0.00128724,0,-1.6543e-06,0,-0.00257476,0,0.999997,0,0.00257476,0,1,0,-0.00257476,0,0.999997,-0.119807,0,-0.000308239,0,-0.239615,0,2.46018,0,-0.124322,0,0.239319,0,-0.00128726,0,0.499998,0,-0.00257453,0,0.999997,0,0.00257453,0,1,0,-0.00257453,0,0.999997,-0.119807,-0,-0.000308448,0,-0.239615,0,5.62185,0,0.18634,0,-0.0776742,0
0.02158,2.47401,-0.00129925,0,-1.68533e-06,0,-0.00259878,0,0.999997,0,0.00259877,0,1,0,-0.00259877,0,0.999997,-0.120365,0,-0.000312564,0,-0.24073,0,2.46018,0,-0.125481,0,0.239316,0,-0.00129927,0,0.499998,0,-0.00259855,0,0.999997,0,0.00259854,0,1,0,-0.00259854,0,0.999997,-0.120365,-0,-0.000312774,0,-0.24073,0,5.62184,0,0.188079,0,-0.0776718,0
0.02168,2.47771,-0.00131131,0,-1.71679e-06,0,-0.0026229,0,0.999997,0,0.0026229,0,1,0,-0.0026229,0,0.999997,-0.120922,0,-0.000316928,0,-0.241845,0,2.46018,0,-0.126646,0,0.239316,0,-0.00131133,0,0.499998,0,-0.00262267,0,0.999997,0,0.00262267,0,1,0,-0.00262267,0,0.999997,-0.120922,-0,-0.000317139,0,-0.241845,0,5.62183,0,0.189827,0,-0.0776711,0
0.02178,2.48123,-0.00132343,0,-1.7487e-06,0,-0.00264714,0,0.999996,0,0.00264714,0,1,0,-0.00264714,0,0.999996,-0.121479,0,-0.000321334,0,-0.24296,0,2.46019,0,-0.127815,0,0.239317,0,-0.00132345,0,0.499998,0,-0.00264691,0,0.999996,0,0.00264691,0,1,0,-0.00264691,0,0.999996,-0.121479,-0,-0.000321546,0,-0.24296,0,5.62182,0,0.191582,0,-0.077672,0
0.02188,2.48475,-0.0013356,0,-1.78104e-06,0,-0.00267149,0,0.999996,0,0.00267149,0,1,0,-0.00267149,0,0.999996,-0.122037,0,-0.00032578,0,-0.244074,0,2.4602,0,-0.128991,0,0.239319,0,-0.00133563,0,0.499998,0,-0.00267126,0,0.999996,0,0.00267126,0,1,0,-0.00267126,0,0.999996,-0.122037,-0,-0.000325992,0,-0.244074,0,5.62181,0,0.193346,0,-0.0776742,0
0.02198,2.48885,-0.00134784,0,-1.81383e-06,0,-0.00269595,0,0.999996,0,0.00269595,0,1,0,-0.00269595,0,0.999996,-0.122594,0,-0.000330266,0,-0.245189,0,2.46021,0,-0.130171,0,0.239322,0,-0.00134786,0,0.499998,0,-0.00269572,0,0.999996,0,0.00269572,0,1,0,-0.00269572,0,0.999996,-0.122594,-0,-0.00033048,0,-0.245189,0,5.6218,0,0.195118,0,-0.0776776,0
0.02208,2.49294,-0.00136012,0,-1.84707e-06,0,-0.00272052,0,0.999996,0,0.00272052,0,1,0,-0.00272052,0,0.999996,-0.123151,0,-0.000334794,0,-0.246304,0,2.46023,0,-0.131357,0,0.239326,0,-0.00136014,0,0.499998,0,-0.00272029,0,0.999996,0,0.00272029,0,1,0,-0.00272029,0,0.999996,-0.123151,-0,-0.000335009,0,-0.246304,0,5.62179,0,0.196898,0,-0.0776815,0
0.02218,2.49702,-0.00137246,0,-1.88077e-06,0,-0.0027452,0,0.999996,0,0.0027452,0,1,0,-0.0027452,0,0.999996,-0.123709,0,-0.000339363,0,-0.247419,0,2.46024,0,-0.132549,0,0.23933,0,-0.00137249,0,0.499998,0,-0.00274497,0,0.999996,0,0.00274497,0,1,0,-0.00274497,0,0.999996,-0.123709,-0,-0.000339578,0,-0.247419,0,5.62179,0,0.198686,0,-0.0776856,0
