"time","wallTime","wc2.P.R[cG][cG](1) [m]","wc2.P.R[cG][cG](2) [m]","wc2.P.R[cG][cG](3) [m]","wc2.P.phi[cG](1) [rad]","wc2.P.phi[cG](2) [rad]","wc2.P.phi[cG](3) [rad]","wc2.P.A(1,1) [-]","wc2.P.A(1,2) [-]","wc2.P.A(1,3) [-]","wc2.P.A(2,1) [-]","wc2.P.A(2,2) [-]","wc2.P.A(2,3) [-]","wc2.P.A(3,1) [-]","wc2.P.A(3,2) [-]","wc2.P.A(3,3) [-]","wc2.P.vR[cG][cG,cG](1) [m/s]","wc2.P.vR[cG][cG,cG](2) [m/s]","wc2.P.vR[cG][cG,cG](3) [m/s]","wc2.P.Omega[cG][cG](1) [rad/s]","wc2.P.Omega[cG][cG](2) [rad/s]","wc2.P.Omega[cG][cG](3) [rad/s]","wc2.P.F_tie[cG](1) [N]","wc2.P.F_tie[cG](2) [N]","wc2.P.F_tie[cG](3) [N]","wc2.P.M_tie[cG][cG](1) [Nm]","wc2.P.M_tie[cG][cG](2) [Nm]","wc2.P.M_tie[cG][cG](3) [Nm]","wc1.P.R[cG][cG](1) [m]","wc1.P.R[cG][cG](2) [m]","wc1.P.R[cG][cG](3) [m]","wc1.P.phi[cG](1) [rad]","wc1.P.phi[cG](2) [rad]","wc1.P.phi[cG](3) [rad]","wc1.P.A(1,1) [-]","wc1.P.A(1,2) [-]","wc1.P.A(1,3) [-]","wc1.P.A(2,1) [-]","wc1.P.A(2,2) [-]","wc1.P.A(2,3) [-]","wc1.P.A(3,1) [-]","wc1.P.A(3,2) [-]","wc1.P.A(3,3) [-]","wc1.P.vR[cG][cG,cG](1) [m/s]","wc1.P.vR[cG][cG,cG](2) [m/s]","wc1.P.vR[cG][cG,cG](3) [m/s]","wc1.P.Omega[cG][cG](1) [rad/s]","wc1.P.Omega[cG][cG](2) [rad/s]","wc1.P.Omega[cG][cG](3) [rad/s]","wc1.P.F_tie[cG](1) [N]","wc1.P.F_tie[cG](2) [N]","wc1.P.F_tie[cG](3) [N]","wc1.P.M_tie[cG][cG](1) [Nm]","wc1.P.M_tie[cG][cG](2) [Nm]","wc1.P.M_tie[cG][cG](3) [Nm]"
0.04498,3.45932,-0.00564136,0,-3.18116e-05,0,-0.0112832,0,0.999936,0,0.011283,0,1,0,-0.011283,0,0.999936,-0.250776,0,-0.00282919,0,-0.501584,0,2.46603,0,-0.544524,0,0.239317,0,-0.00564138,0,0.499968,0,-0.011283,0,0.999936,0,0.0112828,0,1,0,-0.0112828,0,0.999936,-0.250776,-0,-0.00282963,0,-0.501584,0,5.61311,0,0.817232,0,-0.0776831,0
0.04508,3.46346,-0.00566646,0,-3.20954e-05,0,-0.0113334,0,0.999936,0,0.0113332,0,1,0,-0.0113332,0,0.999936,-0.251333,0,-0.0028481,0,-0.502699,0,2.46609,0,-0.546946,0,0.239317,0,-0.00566648,0,0.499968,0,-0.0113332,0,0.999936,0,0.011333,0,1,0,-0.011333,0,0.999936,-0.251333,-0,-0.00284854,0,-0.502699,0,5.61303,0,0.820869,0,-0.077683,0
0.04518,3.46758,-0.00569162,0,-3.23812e-05,0,-0.0113838,0,0.999935,0,0.0113835,0,1,0,-0.0113835,0,0.999935,-0.25189,0,-0.00286709,0,-0.503814,0,2.46614,0,-0.549374,0,0.239317,0,-0.00569164,0,0.499968,0,-0.0113835,0,0.999935,0,0.0113833,0,1,0,-0.0113833,0,0.999935,-0.25189,-0,-0.00286753,0,-0.503814,0,5.61295,0,0.824515,0,-0.077683,0
0.04528,3.47174,-0.00571684,0,-3.26688e-05,0,-0.0114342,0,0.999935,0,0.0114339,0,1,0,-0.0114339,0,0.999935,-0.252448,0,-0.00288616,0,-0.504928,0,2.4662,0,-0.551807,0,0.239317,0,-0.00571686,0,0.499967,0,-0.011434,0,0.999935,0,0.0114337,0,1,0,-0.0114337,0,0.999935,-0.252448,-0,-0.0028866,0,-0.504928,0,5.61287,0,0.828168,0,-0.077683,0
0.04538,3.47588,-0.00574211,0,-3.29583e-05,0,-0.0114847,0,0.999934,0,0.0114845,0,1,0,-0.0114845,0,0.999934,-0.253005,0,-0.00290532,0,-0.506043,0,2.46625,0,-0.554245,0,0.239317,0,-0.00574213,0,0.499967,0,-0.0114845,0,0.999934,0,0.0114843,0,1,0,-0.0114843,0,0.999934,-0.253005,-0,-0.00290577,0,-0.506043,0,5.61278,0,0.83183,0,-0.0776829,0
0.04548,3.48002,-0.00576743,0,-3.32497e-05,0,-0.0115354,0,0.999933,0,0.0115351,0,1,0,-0.0115351,0,0.999933,-0.253562,0,-0.00292457,0,-0.507158,0,2.46631,0,-0.556689,0,0.239316,0,-0.00576746,0,0.499967,0,-0.0115352,0,0.999933,0,0.0115349,0,1,0,-0.0115349,0,0.999933,-0.253562,-0,-0.00292501,0,-0.507158,0,5.6127,0,0.8355,0,-0.0776829,0
0.04558,3.48416,-0.00579282,0,-3.35431e-05,0,-0.0115862,0,0.999933,0,0.0115859,0,1,0,-0.0115859,0,0.999933,-0.254119,0,-0.0029439,0,-0.508272,0,2.46637,0,-0.559138,0,0.239316,0,-0.00579284,0,0.499966,0,-0.0115859,0,0.999933,0,0.0115857,0,1,0,-0.0115857,0,0.999933,-0.254119,-0,-0.00294434,0,-0.508272,0,5.61261,0,0.839178,0,-0.0776828,0
0.04568,3.48828,-0.00581826,0,-3.38384e-05,0,-0.011637,0,0.999932,0,0.0116368,0,1,0,-0.0116368,0,0.999932,-0.254676,0,-0.00296331,0,-0.509387,0,2.46642,0,-0.561592,0,0.239316,0,-0.00581828,0,0.499966,0,-0.0116368,0,0.999932,0,0.0116366,0,1,0,-0.0116366,0,0.999932,-0.254676,-0,-0.00296376,0,-0.509387,0,5.61253,0,0.842864,0,-0.0776828,0
0.04578,3.49239,-0.00584375,0,-3.41357e-05,0,-0.011688,0,0.999932,0,0.0116878,0,1,0,-0.0116878,0,0.999932,-0.255234,0,-0.00298281,0,-0.510502,0,2.46648,0,-0.564052,0,0.239316,0,-0.00584377,0,0.499966,0,-0.0116878,0,0.999932,0,0.0116875,0,1,0,-0.0116875,0,0.999932,-0.255234,-0,-0.00298326,0,-0.510502,0,5.61244,0,0.846558,0,-0.0776828,0
0.04588,3.49653,-0.0058693,0,-3.44349e-05,0,-0.0117391,0,0.999931,0,0.0117389,0,1,0,-0.0117389,0,0.999931,-0.255791,0,-0.0030024,0,-0.511617,0,2.46654,0,-0.566517,0,0.239316,0,-0.00586932,0,0.499966,0,-0.0117389,0,0.999931,0,0.0117386,0,1,0,-0.0117386,0,0.999931,-0.255791,-0,-0.00300284,0,-0.511617,0,5.61235,0,0.85026,0,-0.0776827,0
0.04598,3.50069,-0.00589491,0,-3.47361e-05,0,-0.0117904,0,0.99993,0,0.0117901,0,1,0,-0.0117901,0,0.99993,-0.256348,0,-0.00302207,0,-0.512731,0,2.4666,0,-0.568988,0,0.239316,0,-0.00589493,0,0.499965,0,-0.0117901,0,0.99993,0,0.0117899,0,1,0,-0.0117899,0,0.99993,-0.256348,-0,-0.00302251,0,-0.512731,0,5.61227,0,0.85397,0,-0.0776827,0
0.04608,3.50482,-0.00592057,0,-3.50392e-05,0,-0.0118417,0,0.99993,0,0.0118414,0,1,0,-0.0118414,0,0.99993,-0.256905,0,-0.00304182,0,-0.513846,0,2.46666,0,-0.571464,0,0.239316,0,-0.00592059,0,0.499965,0,-0.0118415,0,0.99993,0,0.0118412,0,1,0,-0.0118412,0,0.99993,-0.256905,-0,-0.00304227,0,-0.513846,0,5.61218,0,0.857688,0,-0.0776827,0
0.04618,3.50891,-0.00594628,0,-3.53443e-05,0,-0.0118931,0,0.999929,0,0.0118928,0,1,0,-0.0118928,0,0.999929,-0.257462,0,-0.00306166,0,-0.514961,0,2.46671,0,-0.573945,0,0.239316,0,-0.00594631,0,0.499965,0,-0.0118929,0,0.999929,0,0.0118926,0,1,0,-0.0118926,0,0.999929,-0.257462,-0,-0.00306211,0,-0.514961,0,5.61209,0,0.861414,0,-0.0776826,0
0.04628,3.51302,-0.00597206,0,-3.56514e-05,0,-0.0119447,0,0.999929,0,0.0119444,0,1,0,-0.0119444,0,0.999929,-0.258019,0,-0.00308159,0,-0.516075,0,2.46677,0,-0.576431,0,0.239315,0,-0.00597208,0,0.499964,0,-0.0119444,0,0.999929,0,0.0119442,0,1,0,-0.0119442,0,0.999929,-0.258019,-0,-0.00308204,0,-0.516075,0,5.612,0,0.865148,0,-0.0776826,0
0.04638,3.51715,-0.00599788,0,-3.59606e-05,0,-0.0119963,0,0.999928,0,0.011996,0,1,0,-0.011996,0,0.999928,-0.258576,0,-0.00310161,0,-0.51719,0,2.46683,0,-0.578923,0,0.239315,0,-0.00599791,0,0.499964,0,-0.0119961,0,0.999928,0,0.0119958,0,1,0,-0.0119958,0,0.999928,-0.258576,-0,-0.00310206,0,-0.51719,0,5.61191,0,0.868891,0,-0.0776825,0
0.04648,3.52129,-0.00602377,0,-3.62717e-05,0,-0.0120481,0,0.999927,0,0.0120478,0,1,0,-0.0120478,0,0.999927,-0.259134,0,-0.00312171,0,-0.518305,0,2.46689,0,-0.581421,0,0.239315,0,-0.00602379,0,0.499964,0,-0.0120479,0,0.999927,0,0.0120476,0,1,0,-0.0120476,0,0.999927,-0.259134,-0,-0.00312216,0,-0.518305,0,5.61182,0,0.872641,0,-0.0776825,0
0.04658,3.52542,-0.00604971,0,-3.65848e-05,0,-0.0121,0,0.999927,0,0.0120997,0,1,0,-0.0120997,0,0.999927,-0.259691,0,-0.00314189,0,-0.51942,0,2.46695,0,-0.583924,0,0.239315,0,-0.00604973,0,0.499963,0,-0.0120998,0,0.999927,0,0.0120995,0,1,0,-0.0120995,0,0.999927,-0.259691,-0,-0.00314235,0,-0.51942,0,5.61173,0,0.8764,0,-0.0776825,0
0.04668,3.52956,-0.0060757,0,-3.68999e-05,0,-0.012152,0,0.999926,0,0.0121517,0,1,0,-0.0121517,0,0.999926,-0.260248,0,-0.00316217,0,-0.520534,0,2.46702,0,-0.586432,0,0.239315,0,-0.00607573,0,0.499963,0,-0.0121518,0,0.999926,0,0.0121515,0,1,0,-0.0121515,0,0.999926,-0.260248,-0,-0.00316262,0,-0.520534,0,5.61164,0,0.880166,0,-0.0776824,0
0.04678,3.53367,-0.00610176,0,-3.72171e-05,0,-0.0122041,0,0.999926,0,0.0122038,0,1,0,-0.0122038,0,0.999926,-0.260805,0,-0.00318253,0,-0.521649,0,2.46708,0,-0.588945,0,0.239315,0,-0.00610178,0,0.499963,0,-0.0122039,0,0.999926,0,0.0122036,0,1,0,-0.0122036,0,0.999926,-0.260805,-0,-0.00318299,0,-0.521649,0,5.61155,0,0.883941,0,-0.0776824,0
0.04688,3.53776,-0.00612786,0,-3.75364e-05,0,-0.0122563,0,0.999925,0,0.012256,0,1,0,-0.012256,0,0.999925,-0.261362,0,-0.00320298,0,-0.522764,0,2.46714,0,-0.591464,0,0.239315,0,-0.00612788,0,0.499962,0,-0.0122561,0,0.999925,0,0.0122558,0,1,0,-0.0122558,0,0.999925,-0.261362,-0,-0.00320344,0,-0.522764,0,5.61145,0,0.887724,0,-0.0776823,0
0.04698,3.54185,-0.00615402,0,-3.78576e-05,0,-0.0123086,0,0.999924,0,0.0123083,0,1,0,-0.0123083,0,0.999924,-0.261919,0,-0.00322351,0,-0.523878,0,2.4672,0,-0.593988,0,0.239314,0,-0.00615405,0,0.499962,0,-0.0123084,0,0.999924,0,0.0123081,0,1,0,-0.0123081,0,0.999924,-0.261919,-0,-0.00322397,0,-0.523878,0,5.61136,0,0.891515,0,-0.0776823,0
0.04708,3.54594,-0.00618024,0,-3.8181e-05,0,-0.0123611,0,0.999924,0,0.0123608,0,1,0,-0.0123608,0,0.999924,-0.262477,0,-0.00324414,0,-0.524993,0,2.46726,0,-0.596518,0,0.239314,0,-0.00618027,0,0.499962,0,-0.0123608,0,0.999924,0,0.0123605,0,1,0,-0.0123605,0,0.999924,-0.262476,-0,-0.0032446,0,-0.524993,0,5.61127,0,0.895313,0,-0.0776823,0
0.04718,3.55007,-0.00620652,0,-3.85064e-05,0,-0.0124136,0,0.999923,0,0.0124133,0,1,0,-0.0124133,0,0.999923,-0.263034,0,-0.00326485,0,-0.526108,0,2.46733,0,-0.599053,0,0.239314,0,-0.00620654,0,0.499961,0,-0.0124134,0,0.999923,0,0.0124131,0,1,0,-0.0124131,0,0.999923,-0.263034,-0,-0.00326531,0,-0.526108,0,5.61117,0,0.89912,0,-0.0776822,0
0.04728,3.55416,-0.00623285,0,-3.88338e-05,0,-0.0124663,0,0.999922,0,0.012466,0,1,0,-0.012466,0,0.999922,-0.263591,0,-0.00328565,0,-0.527222,0,2.46739,0,-0.601593,0,0.239314,0,-0.00623287,0,0.499961,0,-0.0124661,0,0.999922,0,0.0124657,0,1,0,-0.0124657,0,0.999922,-0.263591,-0,-0.00328611,0,-0.527222,0,5.61108,0,0.902935,0,-0.0776822,0
0.04738,3.55825,-0.00625923,0,-3.91634e-05,0,-0.0125191,0,0.999922,0,0.0125187,0,1,0,-0.0125187,0,0.999922,-0.264148,0,-0.00330654,0,-0.528337,0,2.46745,0,-0.604139,0,0.239314,0,-0.00625926,0,0.499961,0,-0.0125188,0,0.999922,0,0.0125185,0,1,0,-0.0125185,0,0.999922,-0.264148,-0,-0.003307,0,-0.528337,0,5.61098,0,0.906758,0,-0.0776821,0
0.04748,3.56234,-0.00628567,0,-3.9495e-05,0,-0.012572,0,0.999921,0,0.0125716,0,1,0,-0.0125716,0,0.999921,-0.264705,0,-0.00332751,0,-0.529452,0,2.46752,0,-0.60669,0,0.239314,0,-0.0062857,0,0.49996,0,-0.0125717,0,0.999921,0,0.0125714,0,1,0,-0.0125714,0,0.999921,-0.264705,-0,-0.00332797,0,-0.529452,0,5.61089,0,0.91059,0,-0.0776821,0
0.04758,3.56644,-0.00631217,0,-3.98288e-05,0,-0.012625,0,0.99992,0,0.0126246,0,1,0,-0.0126246,0,0.99992,-0.265262,0,-0.00334858,0,-0.530567,0,2.46758,0,-0.609246,0,0.239314,0,-0.00631219,0,0.49996,0,-0.0126247,0,0.99992,0,0.0126244,0,1,0,-0.0126244,0,0.99992,-0.265262,-0,-0.00334904,0,-0.530567,0,5.61079,0,0.914429,0,-0.0776821,0
0.04768,3.57059,-0.00633872,0,-4.01646e-05,0,-0.0126781,0,0.99992,0,0.0126777,0,1,0,-0.0126777,0,0.99992,-0.265819,0,-0.00336973,0,-0.531681,0,2.46765,0,-0.611808,0,0.239313,0,-0.00633875,0,0.49996,0,-0.0126778,0,0.99992,0,0.0126775,0,1,0,-0.0126775,0,0.99992,-0.265819,-0,-0.00337019,0,-0.531681,0,5.61069,0,0.918276,0,-0.077682,0
0.04778,3.57467,-0.00636533,0,-4.05026e-05,0,-0.0127313,0,0.999919,0,0.0127309,0,1,0,-0.0127309,0,0.999919,-0.266376,0,-0.00339097,0,-0.532796,0,2.46771,0,-0.614375,0,0.239313,0,-0.00636535,0,0.499959,0,-0.0127311,0,0.999919,0,0.0127307,0,1,0,-0.0127307,0,0.999919,-0.266376,-0,-0.00339144,0,-0.532796,0,5.61059,0,0.922131,0,-0.077682,0
0.04788,3.5788,-0.006392,0,-4.08427e-05,0,-0.0127846,0,0.999918,0,0.0127843,0,1,0,-0.0127843,0,0.999918,-0.266934,0,-0.0034123,0,-0.533911,0,2.46778,0,-0.616948,0,0.239313,0,-0.00639202,0,0.499959,0,-0.0127844,0,0.999918,0,0.012784,0,1,0,-0.012784,0,0.999918,-0.266934,-0,-0.00341277,0,-0.533911,0,5.6105,0,0.925995,0,-0.0776819,0
0.04798,3.58289,-0.00641872,0,-4.1185e-05,0,-0.0128381,0,0.999918,0,0.0128377,0,1,0,-0.0128377,0,0.999918,-0.267491,0,-0.00343372,0,-0.535025,0,2.46784,0,-0.619526,0,0.239313,0,-0.00641874,0,0.499959,0,-0.0128378,0,0.999918,0,0.0128375,0,1,0,-0.0128375,0,0.999918,-0.267491,-0,-0.00343419,0,-0.535025,0,5.6104,0,0.929866,0,-0.0776819,0
0.04808,3.58698,-0.00644549,0,-4.15294e-05,0,-0.0128916,0,0.999917,0,0.0128913,0,1,0,-0.0128913,0,0.999917,-0.268048,0,-0.00345523,0,-0.53614,0,2.46791,0,-0.622109,0,0.239313,0,-0.00644551,0,0.499958,0,-0.0128914,0,0.999917,0,0.012891,0,1,0,-0.012891,0,0.999917,-0.268048,-0,-0.0034557,0,-0.53614,0,5.6103,0,0.933746,0,-0.0776818,0
0.04818,3.59111,-0.00647232,0,-4.18759e-05,0,-0.0129453,0,0.999916,0,0.0129449,0,1,0,-0.0129449,0,0.999916,-0.268605,0,-0.00347683,0,-0.537255,0,2.46798,0,-0.624698,0,0.239313,0,-0.00647235,0,0.499958,0,-0.0129451,0,0.999916,0,0.0129447,0,1,0,-0.0129447,0,0.999916,-0.268605,-0,-0.0034773,0,-0.537255,0,5.6102,0,0.937633,0,-0.0776818,0
0.04828,3.59523,-0.00649921,0,-4.22246e-05,0,-0.0129991,0,0.999916,0,0.0129987,0,1,0,-0.0129987,0,0.999916,-0.269162,0,-0.00349852,0,-0.538369,0,2.46804,0,-0.627292,0,0.239312,0,-0.00649923,0,0.499958,0,-0.0129988,0,0.999916,0,0.0129985,0,1,0,-0.0129985,0,0.999916,-0.269162,-0,-0.00349899,0,-0.538369,0,5.6101,0,0.941529,0,-0.0776818,0
0.04838,3.59936,-0.00652615,0,-4.25755e-05,0,-0.013053,0,0.999915,0,0.0130526,0,1,0,-0.0130526,0,0.999915,-0.269719,0,-0.0035203,0,-0.539484,0,2.46811,0,-0.629891,0,0.239312,0,-0.00652618,0,0.499957,0,-0.0130527,0,0.999915,0,0.0130524,0,1,0,-0.0130524,0,0.999915,-0.269719,-0,-0.00352077,0,-0.539484,0,5.60999,0,0.945433,0,-0.0776817,0
0.04848,3.60346,-0.00655315,0,-4.29286e-05,0,-0.013107,0,0.999914,0,0.0131066,0,1,0,-0.0131066,0,0.999914,-0.270276,0,-0.00354217,0,-0.540599,0,2.46818,0,-0.632496,0,0.239312,0,-0.00655317,0,0.499957,0,-0.0131067,0,0.999914,0,0.0131063,0,1,0,-0.0131063,0,0.999914,-0.270276,-0,-0.00354264,0,-0.540599,0,5.60989,0,0.949345,0,-0.0776817,0
0.04858,3.60755,-0.0065802,0,-4.32838e-05,0,-0.0131611,0,0.999913,0,0.0131607,0,1,0,-0.0131607,0,0.999913,-0.270833,0,-0.00356413,0,-0.541714,0,2.46825,0,-0.635106,0,0.239312,0,-0.00658023,0,0.499957,0,-0.0131608,0,0.999913,0,0.0131605,0,1,0,-0.0131605,0,0.999913,-0.270833,-0,-0.0035646,0,-0.541714,0,5.60979,0,0.953264,0,-0.0776816,0
0.04868,3.61167,-0.00660731,0,-4.36413e-05,0,-0.0132153,0,0.999913,0,0.0132149,0,1,0,-0.0132149,0,0.999913,-0.27139,0,-0.00358618,0,-0.542828,0,2.46832,0,-0.637722,0,0.239312,0,-0.00660734,0,0.499956,0,-0.0132151,0,0.999913,0,0.0132147,0,1,0,-0.0132147,0,0.999913,-0.27139,-0,-0.00358665,0,-0.542828,0,5.60969,0,0.957192,0,-0.0776816,0
0.04878,3.61577,-0.00663448,0,-4.4001e-05,0,-0.0132696,0,0.999912,0,0.0132692,0,1,0,-0.0132692,0,0.999912,-0.271948,0,-0.00360832,0,-0.543943,0,2.46839,0,-0.640343,0,0.239312,0,-0.0066345,0,0.499956,0,-0.0132694,0,0.999912,0,0.013269,0,1,0,-0.013269,0,0.999912,-0.271948,-0,-0.00360879,0,-0.543943,0,5.60958,0,0.961128,0,-0.0776815,0
0.04888,3.61986,-0.0066617,0,-4.43629e-05,0,-0.0133241,0,0.999911,0,0.0133237,0,1,0,-0.0133237,0,0.999911,-0.272505,0,-0.00363055,0,-0.545058,0,2.46846,0,-0.642969,0,0.239311,0,-0.00666172,0,0.499956,0,-0.0133238,0,0.999911,0,0.0133234,0,1,0,-0.0133234,0,0.999911,-0.272505,-0,-0.00363102,0,-0.545058,0,5.60948,0,0.965072,0,-0.0776815,0
0.04898,3.62393,-0.00668898,0,-4.4727e-05,0,-0.0133786,0,0.999911,0,0.0133782,0,1,0,-0.0133782,0,0.999911,-0.273062,0,-0.00365287,0,-0.546172,0,2.46853,0,-0.6456,0,0.239311,0,-0.006689,0,0.499955,0,-0.0133784,0,0.999911,0,0.013378,0,1,0,-0.013378,0,0.999911,-0.273062,-0,-0.00365335,0,-0.546172,0,5.60937,0,0.969025,0,-0.0776814,0
0.04908,3.62806,-0.00671631,0,-4.50933e-05,0,-0.0134333,0,0.99991,0,0.0134329,0,1,0,-0.0134329,0,0.99991,-0.273619,0,-0.00367528,0,-0.547287,0,2.4686,0,-0.648237,0,0.239311,0,-0.00671633,0,0.499955,0,-0.0134331,0,0.99991,0,0.0134327,0,1,0,-0.0134327,0,0.99991,-0.273619,-0,-0.00367576,0,-0.547287,0,5.60926,0,0.972985,0,-0.0776814,0
0.04918,3.63215,-0.0067437,0,-4.54619e-05,0,-0.0134881,0,0.999909,0,0.0134877,0,1,0,-0.0134877,0,0.999909,-0.274176,0,-0.00369779,0,-0.548402,0,2.46867,0,-0.65088,0,0.239311,0,-0.00674372,0,0.499955,0,-0.0134879,0,0.999909,0,0.0134874,0,1,0,-0.0134874,0,0.999909,-0.274176,-0,-0.00369827,0,-0.548402,0,5.60916,0,0.976953,0,-0.0776813,0
0.04928,3.63624,-0.00677114,0,-4.58328e-05,0,-0.013543,0,0.999908,0,0.0135426,0,1,0,-0.0135426,0,0.999908,-0.274733,0,-0.00372039,0,-0.549516,0,2.46874,0,-0.653527,0,0.239311,0,-0.00677117,0,0.499954,0,-0.0135427,0,0.999908,0,0.0135423,0,1,0,-0.0135423,0,0.999908,-0.274733,-0,-0.00372087,0,-0.549516,0,5.60905,0,0.980929,0,-0.0776813,0
0.04938,3.64032,-0.00679864,0,-4.62059e-05,0,-0.013598,0,0.999908,0,0.0135976,0,1,0,-0.0135976,0,0.999908,-0.27529,0,-0.00374308,0,-0.550631,0,2.46881,0,-0.65618,0,0.239311,0,-0.00679867,0,0.499954,0,-0.0135978,0,0.999908,0,0.0135973,0,1,0,-0.0135973,0,0.999908,-0.27529,-0,-0.00374356,0,-0.550631,0,5.60894,0,0.984914,0,-0.0776812,0
0.04948,3.64444,-0.0068262,0,-4.65813e-05,0,-0.0136531,0,0.999907,0,0.0136527,0,1,0,-0.0136527,0,0.999907,-0.275847,0,-0.00376586,0,-0.551746,0,2.46889,0,-0.658839,0,0.23931,0,-0.00682622,0,0.499953,0,-0.0136529,0,0.999907,0,0.0136524,0,1,0,-0.0136524,0,0.999907,-0.275847,-0,-0.00376634,0,-0.551746,0,5.60883,0,0.988906,0,-0.0776812,0
0.04958,3.64852,-0.00685381,0,-4.6959e-05,0,-0.0137083,0,0.999906,0,0.0137079,0,1,0,-0.0137079,0,0.999906,-0.276404,0,-0.00378873,0,-0.55286,0,2.46896,0,-0.661503,0,0.23931,0,-0.00685383,0,0.499953,0,-0.0137081,0,0.999906,0,0.0137077,0,1,0,-0.0137077,0,0.999906,-0.276404,-0,-0.00378921,0,-0.55286,0,5.60872,0,0.992907,0,-0.0776812,0
0.04968,3.65263,-0.00688148,0,-4.73389e-05,0,-0.0137637,0,0.999905,0,0.0137632,0,1,0,-0.0137632,0,0.999905,-0.276961,0,-0.0038117,0,-0.553975,0,2.46903,0,-0.664172,0,0.23931,0,-0.0068815,0,0.499953,0,-0.0137634,0,0.999905,0,0.013763,0,1,0,-0.013763,0,0.999905,-0.276961,-0,-0.00381218,0,-0.553975,0,5.60861,0,0.996915,0,-0.0776811,0
0.04978,3.65673,-0.0069092,0,-4.77212e-05,0,-0.0138191,0,0.999905,0,0.0138187,0,1,0,-0.0138187,0,0.999905,-0.277518,0,-0.00383475,0,-0.55509,0,2.46911,0,-0.666846,0,0.23931,0,-0.00690922,0,0.499952,0,-0.0138189,0,0.999905,0,0.0138184,0,1,0,-0.0138184,0,0.999905,-0.277518,-0,-0.00383524,0,-0.55509,0,5.6085,0,1.00093,0,-0.0776811,0
0.04988,3.66052,-0.00693698,0,-4.81058e-05,0,-0.0138747,0,0.999904,0,0.0138742,0,1,0,-0.0138742,0,0.999904,-0.278075,0,-0.0038579,0,-0.556204,0,2.46918,0,-0.669526,0,0.23931,0,-0.006937,0,0.499952,0,-0.0138744,0,0.999904,0,0.013874,0,1,0,-0.013874,0,0.999904,-0.278075,-0,-0.00385839,0,-0.556204,0,5.60839,0,1.00496,0,-0.077681,0
0.04998,3.66405,-0.00696481,0,-4.84926e-05,0,-0.0139303,0,0.999903,0,0.0139299,0,1,0,-0.0139299,0,0.999903,-0.278633,0,-0.00388115,0,-0.557319,0,2.46926,0,-0.672212,0,0.23931,0,-0.00696483,0,0.499951,0,-0.0139301,0,0.999903,0,0.0139297,0,1,0,-0.0139297,0,0.999903,-0.278633,-0,-0.00388164,0,-0.557319,0,5.60828,0,1.00899,0,-0.077681,0
0.05008,3.66755,-0.0069927,0,-4.88819e-05,0,-0.0139861,0,0.999902,0,0.0139857,0,1,0,-0.0139857,0,0.999902,-0.27919,0,-0.00390449,0,-0.558434,0,2.46933,0,-0.674902,0,0.239309,0,-0.00699272,0,0.499951,0,-0.0139859,0,0.999902,0,0.0139854,0,1,0,-0.0139854,0,0.999902,-0.27919,-0,-0.00390497,0,-0.558434,0,5.60817,0,1.01303,0,-0.0776809,0
0.05018,3.67113,-0.00702065,0,-4.92734e-05,0,-0.014042,0,0.999901,0,0.0140416,0,1,0,-0.0140416,0,0.999901,-0.279747,0,-0.00392792,0,-0.559549,0,2.46941,0,-0.677598,0,0.239309,0,-0.00702067,0,0.499951,0,-0.0140418,0,0.999901,0,0.0140413,0,1,0,-0.0140413,0,0.999901,-0.279747,-0,-0.00392841,0,-0.559549,0,5.60805,0,1.01708,0,-0.0776809,0
0.05028,3.6746,-0.00704865,0,-4.96673e-05,0,-0.014098,0,0.999901,0,0.0140976,0,1,0,-0.0140976,0,0.999901,-0.280304,0,-0.00395144,0,-0.560663,0,2.46948,0,-0.6803,0,0.239309,0,-0.00704867,0,0.49995,0,-0.0140978,0,0.999901,0,0.0140973,0,1,0,-0.0140973,0,0.999901,-0.280304,-0,-0.00395193,0,-0.560663,0,5.60794,0,1.02114,0,-0.0776808,0
0.05038,3.67813,-0.0070767,0,-5.00636e-05,0,-0.0141542,0,0.9999,0,0.0141537,0,1,0,-0.0141537,0,0.9999,-0.280861,0,-0.00397506,0,-0.561778,0,2.46956,0,-0.683006,0,0.239309,0,-0.00707673,0,0.49995,0,-0.0141539,0,0.9999,0,0.0141535,0,1,0,-0.0141535,0,0.9999,-0.280861,-0,-0.00397555,0,-0.561778,0,5.60782,0,1.0252,0,-0.0776808,0
0.05048,3.6816,-0.00710482,0,-5.04622e-05,0,-0.0142104,0,0.999899,0,0.0142099,0,1,0,-0.0142099,0,0.999899,-0.281418,0,-0.00399877,0,-0.562893,0,2.46964,0,-0.685718,0,0.239309,0,-0.00710484,0,0.49995,0,-0.0142102,0,0.999899,0,0.0142097,0,1,0,-0.0142097,0,0.999899,-0.281418,-0,-0.00399926,0,-0.562893,0,5.60771,0,1.02927,0,-0.0776807,0
0.05058,3.68502,-0.00713299,0,-5.08632e-05,0,-0.0142667,0,0.999898,0,0.0142662,0,1,0,-0.0142662,0,0.999898,-0.281975,0,-0.00402258,0,-0.564007,0,2.46971,0,-0.688436,0,0.239309,0,-0.00713301,0,0.499949,0,-0.0142665,0,0.999898,0,0.014266,0,1,0,-0.014266,0,0.999898,-0.281975,-0,-0.00402307,0,-0.564007,0,5.60759,0,1.03336,0,-0.0776807,0
