"time","wallTime","wc2.P.x [m]","wc2.P.v [m/s]","wc2.P.F [N]","wc1.P.x [m]","wc1.P.v [m/s]","wc1.P.F [N]"
0.3047,1.6868,0.0145118,0.195481,127.387,0.0468017,-0.192731,-127.362
0.3048,1.68681,0.0145313,0.195565,127.231,0.0467825,-0.193004,-127.206
0.3049,1.68682,0.0145508,0.195649,127.074,0.0467633,-0.193277,-127.049
0.305,1.68683,0.0145703,0.195732,126.917,0.0467441,-0.19355,-126.892
0.3051,1.68684,0.0145899,0.195815,126.76,0.0467247,-0.193815,-126.735
0.3052,1.68686,0.0146095,0.195898,126.602,0.0467054,-0.19408,-126.578
0.3053,1.68686,0.0146291,0.195981,126.445,0.046686,-0.194345,-126.421
0.3054,1.68687,0.0146486,0.196064,126.288,0.0466667,-0.19461,-126.264
0.3055,1.68688,0.0146682,0.196146,126.13,0.0466473,-0.194875,-126.106
0.3056,1.6869,0.0146878,0.196228,125.972,0.0466278,-0.195132,-125.948
0.3057,1.6869,0.0147074,0.19631,125.814,0.0466083,-0.195389,-125.791
0.3058,1.68691,0.0147271,0.196392,125.656,0.0465888,-0.195646,-125.633
0.3059,1.68692,0.0147467,0.196473,125.498,0.0465694,-0.195903,-125.475
0.306,1.68693,0.0147663,0.196555,125.34,0.0465499,-0.196161,-125.317
0.3061,1.68694,0.0147859,0.196636,125.181,0.0465302,-0.19641,-125.158
0.3062,1.68697,0.0148056,0.196716,125.022,0.0465106,-0.196659,-125
0.3063,1.68697,0.0148253,0.196797,124.864,0.046491,-0.196908,-124.841
0.3064,1.68698,0.0148449,0.196878,124.705,0.0464714,-0.197157,-124.683
0.3065,1.68699,0.0148646,0.196958,124.546,0.0464518,-0.197406,-124.524
0.3066,1.68701,0.0148843,0.197038,124.387,0.046432,-0.197648,-124.365
0.3067,1.68701,0.014904,0.197117,124.228,0.0464123,-0.197889,-124.206
0.3068,1.68702,0.0149237,0.197197,124.068,0.0463926,-0.19813,-124.047
0.3069,1.68703,0.0149433,0.197277,123.909,0.0463728,-0.198371,-123.888
0.307,1.68704,0.014963,0.197356,123.75,0.0463531,-0.198612,-123.729
0.3071,1.68706,0.0149828,0.197435,123.59,0.0463332,-0.198846,-123.569
0.3072,1.68707,0.0150025,0.197513,123.43,0.0463134,-0.199079,-123.409
0.3073,1.68708,0.0150222,0.197592,123.27,0.0462935,-0.199312,-123.249
0.3074,1.68708,0.015042,0.19767,123.11,0.0462736,-0.199545,-123.09
0.3075,1.68709,0.0150617,0.197749,122.95,0.0462538,-0.199778,-122.93
0.3076,1.68711,0.0150815,0.197826,122.79,0.0462338,-0.200004,-122.77
0.3077,1.68712,0.0151013,0.197903,122.629,0.0462138,-0.200229,-122.609
0.3078,1.68712,0.015121,0.197981,122.469,0.0461938,-0.200454,-122.449
0.3079,1.68713,0.0151408,0.198058,122.308,0.0461739,-0.200679,-122.289
0.308,1.68714,0.0151606,0.198135,122.148,0.0461539,-0.200904,-122.128
0.3081,1.68715,0.0151804,0.198212,121.987,0.0461338,-0.201121,-121.967
0.3082,1.68716,0.0152002,0.198288,121.826,0.0461137,-0.201338,-121.807
0.3083,1.68717,0.01522,0.198364,121.665,0.0460936,-0.201555,-121.646
0.3084,1.68718,0.0152398,0.198441,121.504,0.0460735,-0.201772,-121.485
0.3085,1.68718,0.0152597,0.198517,121.343,0.0460534,-0.201989,-121.324
0.3086,1.6872,0.0152795,0.198592,121.181,0.0460332,-0.202198,-121.162
0.3087,1.6872,0.0152994,0.198667,121.019,0.046013,-0.202407,-121.001
0.3088,1.68721,0.0153192,0.198742,120.858,0.0459928,-0.202616,-120.84
0.3089,1.68722,0.0153391,0.198818,120.696,0.0459726,-0.202825,-120.678
0.309,1.68723,0.0153589,0.198893,120.535,0.0459524,-0.203034,-120.517
0.3091,1.68724,0.0153788,0.198967,120.372,0.0459321,-0.203235,-120.355
0.3092,1.68725,0.0153987,0.199041,120.21,0.0459118,-0.203436,-120.193
0.3093,1.68726,0.0154186,0.199115,120.048,0.0458915,-0.203637,-120.031
0.3094,1.68726,0.0154385,0.199189,119.886,0.0458712,-0.203838,-119.869
0.3095,1.68727,0.0154584,0.199263,119.724,0.0458509,-0.204039,-119.707
0.3096,1.68728,0.0154783,0.199336,119.561,0.0458305,-0.204232,-119.545
0.3097,1.68729,0.0154982,0.199409,119.399,0.0458101,-0.204424,-119.382
0.3098,1.6873,0.0155181,0.199482,119.236,0.0457897,-0.204617,-119.22
0.3099,1.68731,0.0155381,0.199555,119.073,0.0457693,-0.20481,-119.057
0.31,1.68731,0.015558,0.199628,118.911,0.0457489,-0.205002,-118.895
0.3101,1.68734,0.015578,0.1997,118.748,0.0457284,-0.205187,-118.732
0.3102,1.68735,0.0155979,0.199772,118.585,0.0457079,-0.205372,-118.569
0.3103,1.68736,0.0156179,0.199844,118.421,0.0456874,-0.205556,-118.406
0.3104,1.68736,0.0156379,0.199915,118.258,0.0456669,-0.205741,-118.243
0.3105,1.68737,0.0156578,0.199987,118.095,0.0456464,-0.205925,-118.08
0.3106,1.68739,0.0156778,0.200058,117.932,0.0456258,-0.206102,-117.917
0.3107,1.68739,0.0156978,0.200129,117.768,0.0456052,-0.206278,-117.753
0.3108,1.6874,0.0157178,0.2002,117.604,0.0455846,-0.206454,-117.59
0.3109,1.68741,0.0157378,0.20027,117.441,0.045564,-0.206631,-117.426
0.311,1.68742,0.0157578,0.200341,117.277,0.0455434,-0.206807,-117.263
0.3111,1.68743,0.0157778,0.200411,117.113,0.0455228,-0.206975,-117.099
0.3112,1.68744,0.0157979,0.20048,116.949,0.0455021,-0.207144,-116.935
0.3113,1.68744,0.0158179,0.20055,116.785,0.0454814,-0.207312,-116.771
0.3114,1.68745,0.0158379,0.20062,116.621,0.0454607,-0.20748,-116.607
0.3115,1.68746,0.015858,0.200689,116.457,0.04544,-0.207648,-116.444
0.3116,1.68748,0.015878,0.200758,116.293,0.0454193,-0.207808,-116.279
0.3117,1.68749,0.0158981,0.200826,116.128,0.0453985,-0.207968,-116.115
0.3118,1.6875,0.0159182,0.200895,115.964,0.0453777,-0.208128,-115.951
0.3119,1.6875,0.0159383,0.200963,115.799,0.045357,-0.208288,-115.786
0.312,1.68751,0.0159583,0.201032,115.635,0.0453362,-0.208448,-115.622
0.3121,1.68752,0.0159784,0.201099,115.47,0.0453154,-0.208599,-115.457
0.3122,1.68753,0.0159985,0.201167,115.305,0.0452945,-0.208751,-115.293
0.3123,1.68754,0.0160186,0.201234,115.14,0.0452737,-0.208903,-115.128
0.3124,1.68755,0.0160387,0.201301,114.975,0.0452528,-0.209055,-114.963
0.3125,1.68755,0.0160588,0.201369,114.81,0.045232,-0.209206,-114.798
0.3126,1.68757,0.016079,0.201435,114.645,0.0452111,-0.20935,-114.633
0.3127,1.68757,0.0160991,0.201501,114.48,0.0451901,-0.209493,-114.468
0.3128,1.68758,0.0161192,0.201567,114.314,0.0451692,-0.209637,-114.303
0.3129,1.68759,0.0161394,0.201634,114.149,0.0451483,-0.20978,-114.138
0.313,1.6876,0.0161595,0.2017,113.984,0.0451274,-0.209923,-113.973
0.3131,1.68761,0.0161797,0.201765,113.818,0.0451064,-0.210059,-113.807
0.3132,1.68762,0.0161999,0.20183,113.652,0.0450854,-0.210194,-113.642
0.3133,1.68762,0.01622,0.201895,113.487,0.0450644,-0.210329,-113.476
0.3134,1.68764,0.0162402,0.201961,113.321,0.0450434,-0.210464,-113.311
0.3135,1.68765,0.0162604,0.202026,113.155,0.0450224,-0.210599,-113.145
0.3136,1.68766,0.0162806,0.20209,112.989,0.0450014,-0.210726,-112.98
0.3137,1.68767,0.0163008,0.202154,112.823,0.0449803,-0.210853,-112.814
0.3138,1.68767,0.016321,0.202218,112.657,0.0449592,-0.21098,-112.648
0.3139,1.68768,0.0163412,0.202282,112.491,0.0449382,-0.211107,-112.482
0.314,1.68769,0.0163614,0.202346,112.325,0.0449171,-0.211233,-112.316
0.3141,1.6877,0.0163816,0.202409,112.159,0.044896,-0.211352,-112.15
0.3142,1.68771,0.0164019,0.202471,111.993,0.0448749,-0.211471,-111.984
0.3143,1.68772,0.0164221,0.202534,111.826,0.0448538,-0.211589,-111.818
0.3144,1.68772,0.0164423,0.202597,111.66,0.0448326,-0.211708,-111.652
0.3145,1.68773,0.0164626,0.20266,111.494,0.0448115,-0.211826,-111.485
0.3146,1.68774,0.0164828,0.202722,111.327,0.0447903,-0.211936,-111.319
0.3147,1.68775,0.0165031,0.202784,111.16,0.0447691,-0.212047,-111.152
0.3148,1.68776,0.0165234,0.202845,110.993,0.044748,-0.212157,-110.986
0.3149,1.68777,0.0165436,0.202907,110.827,0.0447268,-0.212267,-110.819
0.315,1.68777,0.0165639,0.202969,110.66,0.0447056,-0.212377,-110.653
0.3151,1.6878,0.0165842,0.203029,110.493,0.0446844,-0.212479,-110.486
0.3152,1.68781,0.0166045,0.20309,110.326,0.0446631,-0.212581,-110.319
0.3153,1.68782,0.0166248,0.203151,110.159,0.0446419,-0.212683,-110.152
0.3154,1.68783,0.0166451,0.203211,109.992,0.0446206,-0.212785,-109.986
0.3155,1.68783,0.0166654,0.203272,109.825,0.0445994,-0.212887,-109.819
0.3156,1.72517,0.0166857,0.203331,109.658,0.0445781,-0.21298,-109.652
0.3157,1.72518,0.016706,0.203391,109.491,0.0445568,-0.213074,-109.485
0.3158,1.7252,0.0167264,0.20345,109.323,0.0445355,-0.213167,-109.318
0.3159,1.72521,0.0167467,0.20351,109.156,0.0445142,-0.213261,-109.151
0.316,1.72522,0.016767,0.203569,108.989,0.044493,-0.213354,-108.983
0.3161,1.72526,0.0167874,0.203627,108.821,0.0444716,-0.213439,-108.816
0.3162,1.72528,0.0168077,0.203686,108.654,0.0444503,-0.213524,-108.649
0.3163,1.72529,0.0168281,0.203744,108.486,0.044429,-0.21361,-108.481
0.3164,1.7253,0.0168484,0.203802,108.319,0.0444076,-0.213695,-108.314
0.3165,1.72531,0.0168688,0.203861,108.151,0.0443863,-0.21378,-108.147
0.3166,1.72535,0.0168892,0.203918,107.984,0.0443649,-0.213857,-107.979
0.3167,1.72536,0.0169096,0.203975,107.816,0.0443435,-0.213933,-107.812
0.3168,1.72538,0.01693,0.204032,107.648,0.0443221,-0.21401,-107.644
0.3169,1.72539,0.0169503,0.204089,107.48,0.0443008,-0.214087,-107.476
0.317,1.7254,0.0169707,0.204147,107.312,0.0442794,-0.214164,-107.309
0.3171,1.72542,0.0169911,0.204203,107.144,0.044258,-0.214232,-107.141
0.3172,1.72544,0.0170116,0.204259,106.977,0.0442366,-0.2143,-106.973
0.3173,1.72545,0.017032,0.204315,106.809,0.0442151,-0.214369,-106.805
0.3174,1.72546,0.0170524,0.204371,106.641,0.0441937,-0.214437,-106.638
0.3175,1.72547,0.0170728,0.204427,106.473,0.0441723,-0.214505,-106.47
0.3176,1.72551,0.0170932,0.204482,106.304,0.0441509,-0.214565,-106.302
0.3177,1.72552,0.0171137,0.204537,106.136,0.0441294,-0.214625,-106.134
0.3178,1.72554,0.0171341,0.204591,105.968,0.044108,-0.214685,-105.966
0.3179,1.72555,0.0171546,0.204646,105.8,0.0440865,-0.214745,-105.798
0.318,1.72558,0.017175,0.204701,105.632,0.0440651,-0.214805,-105.63
0.3181,1.7256,0.0171955,0.204755,105.463,0.0440436,-0.214857,-105.462
0.3182,1.72561,0.017216,0.204809,105.295,0.0440221,-0.214909,-105.293
0.3183,1.72562,0.0172364,0.204862,105.126,0.0440006,-0.21496,-105.125
0.3184,1.72564,0.0172569,0.204916,104.958,0.0439791,-0.215012,-104.957
0.3185,1.72565,0.0172774,0.20497,104.79,0.0439577,-0.215063,-104.789
0.3186,1.7257,0.0172979,0.205022,104.621,0.0439361,-0.215106,-104.62
0.3187,1.72571,0.0173184,0.205075,104.453,0.0439146,-0.21515,-104.452
0.3188,1.72573,0.0173389,0.205128,104.284,0.0438931,-0.215193,-104.284
0.3189,1.72574,0.0173593,0.20518,104.115,0.0438716,-0.215236,-104.115
0.319,1.72575,0.0173798,0.205233,103.947,0.0438501,-0.215279,-103.947
0.3191,1.72577,0.0174004,0.205284,103.778,0.0438286,-0.215314,-103.778
0.3192,1.72579,0.0174209,0.205336,103.61,0.0438071,-0.215349,-103.61
0.3193,1.7258,0.0174414,0.205387,103.441,0.0437855,-0.215383,-103.441
0.3194,1.72582,0.0174619,0.205439,103.272,0.043764,-0.215418,-103.273
0.3195,1.72583,0.0174825,0.20549,103.103,0.0437425,-0.215453,-103.104
0.3196,1.72585,0.017503,0.20554,102.935,0.0437209,-0.215479,-102.936
0.3197,1.72586,0.0175236,0.205591,102.766,0.0436994,-0.215505,-102.767
0.3198,1.72587,0.0175441,0.205641,102.597,0.0436778,-0.215532,-102.598
0.3199,1.72589,0.0175647,0.205691,102.428,0.0436563,-0.215558,-102.43
0.32,1.7259,0.0175852,0.205741,102.259,0.0436348,-0.215584,-102.261
0.3201,1.72594,0.0176058,0.205791,102.09,0.0436132,-0.215602,-102.092
0.3202,1.72595,0.0176264,0.20584,101.921,0.0435916,-0.21562,-101.924
0.3203,1.72596,0.0176469,0.205889,101.753,0.0435701,-0.215638,-101.755
0.3204,1.72597,0.0176675,0.205938,101.584,0.0435485,-0.215656,-101.586
0.3205,1.72599,0.0176881,0.205987,101.415,0.043527,-0.215674,-101.417
0.3206,1.72601,0.0177087,0.206035,101.246,0.0435054,-0.215683,-101.249
0.3207,1.72603,0.0177293,0.206083,101.077,0.0434838,-0.215693,-101.08
0.3208,1.72604,0.0177499,0.206131,100.908,0.0434623,-0.215702,-100.911
0.3209,1.72605,0.0177705,0.206179,100.739,0.0434407,-0.215712,-100.742
0.321,1.72607,0.0177911,0.206227,100.57,0.0434191,-0.215721,-100.573
0.3211,1.72609,0.0178117,0.206274,100.4,0.0433976,-0.215722,-100.404
0.3212,1.7261,0.0178323,0.206321,100.231,0.043376,-0.215723,-100.235
0.3213,1.72611,0.0178529,0.206367,100.062,0.0433544,-0.215724,-100.066
0.3214,1.72613,0.0178736,0.206414,99.8932,0.0433328,-0.215725,-99.8975
0.3215,1.72614,0.0178942,0.206461,99.7241,0.0433113,-0.215726,-99.7286
0.3216,1.72616,0.0179148,0.206507,99.5549,0.0432897,-0.215719,-99.5597
0.3217,1.72617,0.0179355,0.206552,99.3858,0.0432681,-0.215712,-99.3907
0.3218,1.72618,0.0179561,0.206598,99.2167,0.0432465,-0.215704,-99.2217
0.3219,1.7262,0.0179768,0.206644,99.0475,0.043225,-0.215697,-99.0528
0.322,1.72621,0.0179974,0.206689,98.8784,0.0432034,-0.215689,-98.8838
0.3221,1.72625,0.0180181,0.206734,98.7092,0.0431818,-0.215673,-98.7148
0.3222,1.72626,0.0180388,0.206778,98.54,0.0431603,-0.215658,-98.5458
0.3223,1.72627,0.0180594,0.206823,98.3708,0.0431387,-0.215642,-98.3768
0.3224,1.72629,0.0180801,0.206867,98.2017,0.0431171,-0.215626,-98.2078
0.3225,1.7263,0.0181008,0.206912,98.0325,0.0430956,-0.21561,-98.0388
0.3226,1.72632,0.0181215,0.206955,97.8633,0.043074,-0.215586,-97.8698
0.3227,1.72634,0.0181421,0.206999,97.6941,0.0430524,-0.215562,-97.7008
0.3228,1.72635,0.0181628,0.207042,97.5249,0.0430309,-0.215537,-97.5318
0.3229,1.72636,0.0181835,0.207085,97.3557,0.0430093,-0.215513,-97.3628
0.323,1.72638,0.0182042,0.207129,97.1865,0.0429878,-0.215489,-97.1938
0.3231,1.7264,0.0182249,0.207171,97.0173,0.0429662,-0.215456,-97.0248
0.3232,1.72641,0.0182456,0.207213,96.8482,0.0429447,-0.215423,-96.8558
0.3233,1.72642,0.0182664,0.207255,96.679,0.0429231,-0.215391,-96.6868
0.3234,1.72643,0.0182871,0.207297,96.5098,0.0429016,-0.215358,-96.5178
0.3235,1.72645,0.0183078,0.20734,96.3406,0.04288,-0.215325,-96.3488
0.3236,1.72647,0.0183285,0.207381,96.1714,0.0428585,-0.215284,-96.1798
0.3237,1.72648,0.0183492,0.207422,96.0023,0.0428369,-0.215243,-96.0108
0.3238,1.72649,0.01837,0.207463,95.8331,0.0428154,-0.215202,-95.8418
0.3239,1.7265,0.0183907,0.207504,95.664,0.0427939,-0.215161,-95.6729
0.324,1.72652,0.0184114,0.207545,95.4948,0.0427723,-0.21512,-95.5039
0.3241,1.72654,0.0184322,0.207585,95.3257,0.0427508,-0.21507,-95.335
0.3242,1.72655,0.018453,0.207625,95.1566,0.0427293,-0.21502,-95.166
0.3243,1.72656,0.0184737,0.207664,94.9875,0.0427078,-0.214971,-94.9971
0.3244,1.72661,0.0184945,0.207704,94.8183,0.0426863,-0.214921,-94.8282
0.3245,1.72662,0.0185152,0.207744,94.6492,0.0426648,-0.214872,-94.6592
0.3246,1.72666,0.018536,0.207783,94.4802,0.0426433,-0.214814,-94.4904
0.3247,1.72667,0.0185568,0.207822,94.3111,0.0426218,-0.214756,-94.3215
0.3248,1.72668,0.0185775,0.20786,94.1421,0.0426003,-0.214698,-94.1526
0.3249,1.72669,0.0185983,0.207899,93.973,0.0425788,-0.21464,-93.9837
0.325,1.72671,0.0186191,0.207938,93.804,0.0425574,-0.214582,-93.8149
0.3251,1.72673,0.0186399,0.207975,93.635,0.0425359,-0.214516,-93.6461
0.3252,1.72674,0.0186607,0.208013,93.466,0.0425144,-0.214449,-93.4773
0.3253,1.72675,0.0186815,0.20805,93.2971,0.042493,-0.214383,-93.3085
0.3254,1.72677,0.0187023,0.208088,93.1281,0.0424715,-0.214316,-93.1397
0.3255,1.72678,0.0187231,0.208126,92.9591,0.0424501,-0.21425,-92.9709
0.3256,1.7268,0.0187439,0.208162,92.7903,0.0424286,-0.214175,-92.8023
0.3257,1.72681,0.0187647,0.208198,92.6214,0.0424072,-0.2141,-92.6336
0.3258,1.72682,0.0187855,0.208235,92.4525,0.0423858,-0.214026,-92.4649
0.3259,1.72684,0.0188063,0.208271,92.2837,0.0423644,-0.213951,-92.2962
0.326,1.72685,0.0188271,0.208308,92.1148,0.0423429,-0.213876,-92.1275
0.3261,1.72687,0.018848,0.208343,91.946,0.0423215,-0.213793,-91.9589
0.3262,1.72689,0.0188688,0.208378,91.7773,0.0423002,-0.21371,-91.7904
0.3263,1.7269,0.0188896,0.208413,91.6085,0.0422788,-0.213626,-91.6218
0.3264,1.72691,0.0189104,0.208448,91.4398,0.0422574,-0.213543,-91.4532
0.3265,1.72693,0.0189313,0.208484,91.2711,0.042236,-0.21346,-91.2847
0.3266,1.72696,0.0189521,0.208518,91.1024,0.0422147,-0.213368,-91.1163
0.3267,1.72698,0.018973,0.208552,90.9338,0.0421933,-0.213277,-90.9478
0.3268,1.72699,0.0189938,0.208586,90.7652,0.042172,-0.213185,-90.7794
0.3269,1.727,0.0190147,0.20862,90.5966,0.0421506,-0.213093,-90.611
0.327,1.72701,0.0190355,0.208654,90.428,0.0421293,-0.213002,-90.4426
0.3271,1.72704,0.0190564,0.208687,90.2596,0.042108,-0.212902,-90.2743
0.3272,1.72705,0.0190773,0.20872,90.0911,0.0420867,-0.212802,-90.106
0.3273,1.72707,0.0190981,0.208753,89.9227,0.0420654,-0.212702,-89.9378
0.3274,1.72708,0.019119,0.208786,89.7542,0.0420441,-0.212602,-89.7695
0.3275,1.7271,0.0191398,0.208819,89.5858,0.0420228,-0.212502,-89.6012
0.3276,1.72714,0.0191607,0.20885,89.4175,0.0420015,-0.212394,-89.4331
0.3277,1.72715,0.0191816,0.208882,89.2492,0.0419803,-0.212285,-89.265
0.3278,1.72717,0.0192025,0.208914,89.081,0.041959,-0.212177,-89.097
0.3279,1.72718,0.0192234,0.208946,88.9127,0.0419378,-0.212069,-88.9289
0.328,1.7272,0.0192443,0.208978,88.7444,0.0419165,-0.21196,-88.7608
0.3281,1.72722,0.0192652,0.209008,88.5764,0.0418953,-0.211843,-88.5929
0.3282,1.72723,0.0192861,0.209039,88.4083,0.0418741,-0.211727,-88.425
0.3283,1.72724,0.019307,0.209069,88.2402,0.0418529,-0.21161,-88.2571
0.3284,1.72726,0.0193278,0.2091,88.0721,0.0418317,-0.211493,-88.0892
0.3285,1.72727,0.0193487,0.209131,87.9041,0.0418105,-0.211377,-87.9213
0.3286,1.72729,0.0193697,0.20916,87.7362,0.0417894,-0.211252,-87.7536
0.3287,1.7273,0.0193906,0.209189,87.5684,0.0417683,-0.211126,-87.586
0.3288,1.72732,0.0194115,0.209219,87.4005,0.0417471,-0.211001,-87.4183
0.3289,1.72733,0.0194324,0.209248,87.2327,0.041726,-0.210876,-87.2506
0.329,1.72734,0.0194533,0.209278,87.0648,0.0417048,-0.210751,-87.0829
0.3291,1.72736,0.0194742,0.209306,86.8972,0.0416838,-0.210618,-86.9155
0.3292,1.72738,0.0194952,0.209334,86.7296,0.0416627,-0.210484,-86.7481
0.3293,1.72739,0.0195161,0.209363,86.5619,0.0416416,-0.210351,-86.5806
0.3294,1.7274,0.019537,0.209391,86.3943,0.0416205,-0.210218,-86.4132
0.3295,1.72742,0.019558,0.209419,86.2267,0.0415995,-0.210084,-86.2457
0.3296,1.72744,0.0195789,0.209446,86.0593,0.0415785,-0.209942,-86.0785
0.3297,1.72745,0.0195998,0.209473,85.892,0.0415575,-0.209801,-85.9114
0.3298,1.72746,0.0196208,0.209501,85.7246,0.0415364,-0.209659,-85.7442
0.3299,1.72747,0.0196417,0.209528,85.5572,0.0415154,-0.209517,-85.577
0.33,1.72749,0.0196627,0.209555,85.3899,0.0414944,-0.209376,-85.4098
0.3301,1.72751,0.0196836,0.209581,85.2228,0.0414735,-0.209225,-85.2429
0.3302,1.72752,0.0197046,0.209607,85.0557,0.0414526,-0.209075,-85.076
0.3303,1.72753,0.0197255,0.209633,84.8886,0.0414316,-0.208925,-84.9091
0.3304,1.72755,0.0197465,0.209659,84.7215,0.0414107,-0.208775,-84.7421
0.3305,1.72756,0.0197674,0.209685,84.5544,0.0413897,-0.208625,-84.5752
0.3306,1.72758,0.0197884,0.20971,84.3876,0.0413689,-0.208467,-84.4086
0.3307,1.72759,0.0198094,0.209734,84.2208,0.041348,-0.208309,-84.242
0.3308,1.72762,0.0198303,0.209759,84.054,0.0413272,-0.20815,-84.0754
0.3309,1.72763,0.0198513,0.209784,83.8872,0.0413063,-0.207992,-83.9087
0.331,1.72765,0.0198723,0.209809,83.7204,0.0412854,-0.207834,-83.7421
0.3311,1.72767,0.0198933,0.209833,83.5539,0.0412646,-0.207667,-83.5758
0.3312,1.72769,0.0199142,0.209856,83.3874,0.0412439,-0.2075,-83.4095
0.3313,1.7277,0.0199352,0.20988,83.2209,0.0412231,-0.207334,-83.2432
0.3314,1.72771,0.0199562,0.209904,83.0544,0.0412023,-0.207167,-83.0769
0.3315,1.72772,0.0199772,0.209927,82.8879,0.0411815,-0.207001,-82.9105
0.3316,1.72774,0.0199982,0.20995,82.7218,0.0411608,-0.206826,-82.7446
0.3317,1.72777,0.0200192,0.209972,82.5556,0.0411401,-0.206651,-82.5786
0.3318,1.72778,0.0200402,0.209995,82.3894,0.0411194,-0.206476,-82.4126
0.3319,1.72779,0.0200612,0.210017,82.2233,0.0410987,-0.206301,-82.2466
0.332,1.72781,0.0200821,0.21004,82.0571,0.041078,-0.206126,-82.0806
0.3321,1.72783,0.0201032,0.210061,81.8913,0.0410574,-0.205943,-81.915
0.3322,1.72784,0.0201242,0.210083,81.7255,0.0410368,-0.20576,-81.7493
0.3323,1.72785,0.0201452,0.210104,81.5597,0.0410162,-0.205577,-81.5837
0.3324,1.72786,0.0201662,0.210125,81.3938,0.0409956,-0.205394,-81.4181
0.3325,1.72788,0.0201872,0.210147,81.228,0.0409749,-0.205211,-81.2524
0.3326,1.7279,0.0202082,0.210167,81.0626,0.0409544,-0.205019,-81.0872
0.3327,1.72791,0.0202292,0.210187,80.8971,0.0409339,-0.204828,-80.9219
0.3328,1.72792,0.0202502,0.210207,80.7317,0.0409134,-0.204637,-80.7566
0.3329,1.72793,0.0202712,0.210228,80.5662,0.0408929,-0.204445,-80.5914
0.333,1.72795,0.0202922,0.210248,80.4008,0.0408723,-0.204254,-80.4261
0.3331,1.72797,0.0203133,0.210267,80.2357,0.0408519,-0.204055,-80.2612
0.3332,1.72799,0.0203343,0.210286,80.0707,0.0408315,-0.203855,-80.0963
0.3333,1.728,0.0203553,0.210305,79.9056,0.0408111,-0.203655,-79.9314
0.3334,1.72801,0.0203763,0.210324,79.7405,0.0407906,-0.203456,-79.7665
0.3335,1.72802,0.0203974,0.210343,79.5755,0.0407702,-0.203256,-79.6017
0.3336,1.72803,0.0204184,0.210361,79.4108,0.0407499,-0.203049,-79.4372
0.3337,1.72804,0.0204394,0.210379,79.2462,0.0407296,-0.202841,-79.2727
0.3338,1.72804,0.0204605,0.210397,79.0815,0.0407092,-0.202633,-79.1082
0.3339,1.72805,0.0204815,0.210415,78.9168,0.0406889,-0.202426,-78.9437
0.334,1.72806,0.0205025,0.210433,78.7522,0.0406686,-0.202218,-78.7792
0.3341,1.72807,0.0205236,0.21045,78.588,0.0406484,-0.202002,-78.6152
0.3342,1.72808,0.0205446,0.210466,78.4237,0.0406281,-0.201786,-78.4511
0.3343,1.72809,0.0205657,0.210483,78.2595,0.0406079,-0.20157,-78.2871
0.3344,1.7281,0.0205867,0.2105,78.0952,0.0405877,-0.201354,-78.123
0.3345,1.72811,0.0206078,0.210517,77.931,0.0405675,-0.201139,-77.959
0.3346,1.72812,0.0206288,0.210532,77.7672,0.0405474,-0.200915,-77.7953
0.3347,1.72813,0.0206499,0.210548,77.6034,0.0405273,-0.200691,-77.6317
0.3348,1.72813,0.0206709,0.210564,77.4396,0.0405071,-0.200467,-77.4681
0.3349,1.72814,0.020692,0.210579,77.2758,0.040487,-0.200243,-77.3045
0.335,1.72815,0.020713,0.210595,77.112,0.0404669,-0.200019,-77.1409
0.3351,1.72817,0.0207341,0.21061,76.9487,0.0404469,-0.199787,-76.9777
0.3352,1.72817,0.0207551,0.210624,76.7854,0.0404269,-0.199554,-76.8145
0.3353,1.72818,0.0207762,0.210639,76.622,0.0404069,-0.199322,-76.6514
0.3354,1.72819,0.0207973,0.210653,76.4587,0.0403869,-0.19909,-76.4882
0.3355,1.7282,0.0208183,0.210668,76.2954,0.0403669,-0.198858,-76.3251
0.3356,1.72821,0.0208394,0.210681,76.1325,0.040347,-0.198618,-76.1624
0.3357,1.72822,0.0208604,0.210694,75.9697,0.0403271,-0.198378,-75.9997
0.3358,1.72822,0.0208815,0.210708,75.8068,0.0403072,-0.198138,-75.837
0.3359,1.72823,0.0209026,0.210721,75.6439,0.0402874,-0.197897,-75.6743
0.336,1.72824,0.0209236,0.210734,75.4811,0.0402675,-0.197657,-75.5116
0.3361,1.72827,0.0209447,0.210747,75.3187,0.0402477,-0.197409,-75.3495
0.3362,1.72828,0.0209658,0.210759,75.1564,0.0402279,-0.197161,-75.1873
0.3363,1.72829,0.0209869,0.210771,74.994,0.0402082,-0.196912,-75.0251
0.3364,1.72829,0.0210079,0.210783,74.8316,0.0401884,-0.196664,-74.8629
0.3365,1.7283,0.021029,0.210796,74.6693,0.0401686,-0.196416,-74.7007
0.3366,1.72831,0.0210501,0.210807,74.5074,0.040149,-0.19616,-74.539
0.3367,1.72832,0.0210712,0.210818,74.3456,0.0401294,-0.195903,-74.3774
0.3368,1.72833,0.0210922,0.210829,74.1837,0.0401097,-0.195647,-74.2157
0.3369,1.72834,0.0211133,0.21084,74.0219,0.0400901,-0.195391,-74.054
0.337,1.72835,0.0211344,0.210851,73.86,0.0400704,-0.195135,-73.8923
0.3371,1.72836,0.0211555,0.210861,73.6987,0.0400509,-0.19487,-73.7312
0.3372,1.72837,0.0211766,0.210871,73.5374,0.0400314,-0.194606,-73.5701
0.3373,1.72838,0.0211977,0.210881,73.3761,0.0400119,-0.194342,-73.4089
